tweet_topic,user_id,user_URL,created_at,URL,tweet_text,sentiment,pos_possibility,neg_possibility,neu_possibility,state,gender,age,count_retweet,count_like,count_reply,original_status_id
mental-health-general-australia,NickTrebla, https://twitter.com/NickTrebla,2020-10-17 13:11:31,https://twitter.com/i/web/status/1317302189837099010,"RT @SquigglyRick: In the teeth of the worst recession since the Great Depression, Dept of Home Affairs wrote to more than 500 refugees and…",neutral,0.07428,0.18887,0.73686,New South Wales,Male,(60-100),0,0,0,1317207846514163713
mental-health-general-australia,NickTrebla, https://twitter.com/NickTrebla,2020-10-20 07:03:03,https://twitter.com/i/web/status/1318296628478963712,"Fragility, not strength, at the heart of Chinese politics. Anxiety and paranoia that lurk just beneath the surface. The only acceptable version of history is the invented version that suits the needs of the Communist Party's current leadership.   https://t.co/hEw31bkXqz",negative,0.015,0.6939,0.2911,New South Wales,Male,(60-100),0,0,0,
mental-health-availability-australia,jchimselfbigpo2, https://twitter.com/jchimselfbigpo2,2020-10-25 18:45:41,https://twitter.com/i/web/status/1320285392558419968,RT @Zoso771: @navypti @abcnews Hunt is causing mental health anxiety and depression by attacking effective measures to eliminate the virus.…,negative,0.0102,0.81277,0.17703,Queensland,Female,(60-100),0,0,0,1320221993589825538
mental-health-awareness-australia,skritto9, https://twitter.com/skritto9,2020-10-27 09:03:02,https://twitter.com/i/web/status/1320863539381190656,RT @JuliaGillard: Congratulations Victorians on working together to combat COVID 19. I’m sure you will continue in that spirit and keep emb…,positive,0.94691,0.00354,0.04955,Victoria,Female,(25-32),0,0,0,1320637704149762048
mental-health-general-australia,HeleneBlanchard, https://twitter.com/HeleneBlanchard,2020-10-14 18:06:06,https://twitter.com/i/web/status/1316289163981799425,RT @DrRonBaumann: @GregHuntMP Much of that considerable toll on the mental health of individuals &amp; communities is a result of your inept ma…,negative,0.00982,0.85276,0.13742,New South Wales,Female,(25-32),0,0,0,1316111598256230401
mental-health-general-australia,DanaScully2, https://twitter.com/DanaScully2,2020-10-26 13:04:51,https://twitter.com/i/web/status/1320562004319326209,"RT @dexi_jo: @Vic_Rollison @ScottMorrisonMP I’d prefer he didn’t. His next sentence would be an underhanded swipe at state govt decisions,…",negative,0.00348,0.8696,0.12692,South Australia,Female,(25-32),0,0,0,1320537766787072000
mental-health-awareness-australia,UnQuietAust, https://twitter.com/UnQuietAust,2020-09-30 23:49:33,https://twitter.com/i/web/status/1311302164938027009,"RT @JuliaGillard: A new, dedicated support service designed to help all Australians cope with the impact of the COVID-19 pandemic on their…",positive,0.83107,0.01456,0.15437,,Male,(38-43),0,0,0,1248048214709657600
mental-health-availability-australia,UnQuietAust, https://twitter.com/UnQuietAust,2020-10-15 18:55:02,https://twitter.com/i/web/status/1316663863845089280,RT @BobNew8: National Cabinet canned over 'technical problems'   #qldpol election more important that running the country? https://t.co/Xb0…,negative,0.04809,0.90381,0.04809,,Male,(38-43),0,0,0,1316663818919968768
mental-health-general-australia,UnQuietAust, https://twitter.com/UnQuietAust,2020-10-24 23:01:01,https://twitter.com/i/web/status/1319987259731394560,"RT @CraigHill01: So @ScottMorrisonMP claims to be concerned about the mental health of Victorians in lockdown for three months, but thinks…",negative,0.0048,0.75482,0.24038,,Male,(38-43),0,0,0,1319980206581444610
mental-health-general-australia,ElaineM11584892, https://twitter.com/ElaineM11584892,2020-10-17 18:34:40,https://twitter.com/i/web/status/1317383514581446656,RT @MadFckingWitch: @Vic_Rollison My 81-year-old mother (locked down in Melbourne) told me a few weeks ago she’s convinced @ScottMorrisonMP…,positive,0.51181,0.03631,0.45189,New South Wales,Female,(8-12),0,0,0,1317013189498843136
mental-health-general-australia,ElaineM11584892, https://twitter.com/ElaineM11584892,2020-10-25 12:42:23,https://twitter.com/i/web/status/1320193961571463168,"RT @CraigHill01: So @ScottMorrisonMP claims to be concerned about the mental health of Victorians in lockdown for three months, but thinks…",negative,0.0048,0.75482,0.24038,New South Wales,Female,(8-12),0,0,0,1319980206581444610
mental-health-availability-australia,ElaineM11584892, https://twitter.com/ElaineM11584892,2020-10-28 05:21:28,https://twitter.com/i/web/status/1321170164432318465,"RT @jillastark: I don't want to hear Liberals concerns about Melbourne's mental health. This from a govt that gave us Robodebt, slashed J…",negative,0.00221,0.93344,0.06435,New South Wales,Female,(8-12),0,0,0,1320174823163662337
mental-health-general-australia,SenSHenderson, https://twitter.com/SenSHenderson,2020-10-16 12:03:26,https://twitter.com/i/web/status/1316922671125401600,RT @GregHuntMP: Very positive news for Victoria today- it means we are firmly below the 10 case rolling average. It lays the foundation for…,positive,0.96772,0.00328,0.029,Victoria,Female,(38-43),0,0,0,1316879349216276482
mental-health-awareness-australia,SenSHenderson, https://twitter.com/SenSHenderson,2020-10-25 19:42:48,https://twitter.com/i/web/status/1320299764596944896,"RT @healthgovau: It’s important to prioritise your mental health, particularly as the #COVID19 pandemic continues. For extra support visit…",positive,0.63313,0.03247,0.33441,Victoria,Female,(38-43),0,0,0,1320281475934289922
mental-health-digital-australia,SenSHenderson, https://twitter.com/SenSHenderson,2020-10-25 19:42:48,https://twitter.com/i/web/status/1320299764596944896,"RT @healthgovau: It’s important to prioritise your mental health, particularly as the #COVID19 pandemic continues. For extra support visit…",positive,0.63313,0.03247,0.33441,Victoria,Female,(38-43),0,0,0,1320281475934289922
mental-health-general-australia,SenSHenderson, https://twitter.com/SenSHenderson,2020-10-25 19:42:48,https://twitter.com/i/web/status/1320299764596944896,"RT @healthgovau: It’s important to prioritise your mental health, particularly as the #COVID19 pandemic continues. For extra support visit…",positive,0.63313,0.03247,0.33441,Victoria,Female,(38-43),0,0,0,1320281475934289922
mental-health-general-australia,TessaTessapes, https://twitter.com/TessaTessapes,2020-10-24 22:51:55,https://twitter.com/i/web/status/1319984970480283653,"RT @CraigHill01: So @ScottMorrisonMP claims to be concerned about the mental health of Victorians in lockdown for three months, but thinks…",negative,0.0048,0.75482,0.24038,Victoria,Male,(25-32),0,0,0,1319980206581444610
mental-health-general-australia,MissinghamShara, https://twitter.com/MissinghamShara,2020-10-25 14:42:11,https://twitter.com/i/web/status/1320224111277133824,"RT @CraigHill01: So @ScottMorrisonMP claims to be concerned about the mental health of Victorians in lockdown for three months, but thinks…",negative,0.0048,0.75482,0.24038,,Male,(25-32),0,0,0,1319980206581444610
mental-health-general-australia,ingioz, https://twitter.com/ingioz,2020-10-17 05:13:30,https://twitter.com/i/web/status/1317181895558397952,RT @EverymindAU: #EveryDoctorEverySetting: A National Framework supporting the #mentalhealth of doctors &amp; medical students has been officia…,neutral,0.22881,0.06445,0.70675,,Female,(8-12),0,0,0,1316916701586481152
mental-health-general-australia,ingioz, https://twitter.com/ingioz,2020-10-25 06:22:49,https://twitter.com/i/web/status/1320098440580263936,What will tomorrow bring? #Melbourne #lockdown #trauma #steppingout #anxiety #pain #real.  Baby baby baby steps. https://t.co/BYvgkoeiPd,neutral,0.14352,0.09629,0.76019,,Female,(8-12),0,1,0,
mental-health-availability-australia,pamela_ashcroft, https://twitter.com/pamela_ashcroft,2020-10-14 12:54:43,https://twitter.com/i/web/status/1316210799749128192,RT @senator_sheldon: The insecure work pandemic will outlast COVID-19.   The physical and mental health consequences of no job security are…,neutral,0.09796,0.37645,0.52559,,Male,(25-32),0,0,0,1316189208088776705
mental-health-general-australia,pamela_ashcroft, https://twitter.com/pamela_ashcroft,2020-10-25 05:39:29,https://twitter.com/i/web/status/1320087535712808960,"RT @CraigHill01: So @ScottMorrisonMP claims to be concerned about the mental health of Victorians in lockdown for three months, but thinks…",negative,0.0048,0.75482,0.24038,,Male,(25-32),0,0,0,1319980206581444610
mental-health-availability-australia,CharlesHolly13, https://twitter.com/CharlesHolly13,2020-10-28 15:52:36,https://twitter.com/i/web/status/1321328998169800705,RT @gettingdownsy: @janine_hendry So utterly sorry to you and all who have lost loved ones.  This horrid governemnt have known about the me…,negative,0.04657,0.78958,0.16386,,Female,(48-53),0,0,0,1321217928063111169
mental-health-general-australia,Gregory66081178, https://twitter.com/Gregory66081178,2020-10-26 06:54:42,https://twitter.com/i/web/status/1320468851813806080,"@Gregory66081178  Imagine if #PM Smirko, @GregHuntMP &amp; Media had thrown their support behind VIC Govt.  Backing their measures with positive messaging rather than the constant unrelenting criticism &amp; blame. Maybe we'd be open already. Mental health ?  Much less impact.",negative,0.0079,0.79615,0.19595,,Female,(38-43),0,2,0,
mental-health-general-australia,Elljay1011, https://twitter.com/Elljay1011,2020-10-21 18:34:44,https://twitter.com/i/web/status/1318833084259655681,"@healthgovau But at the same time the Australian government will make you survive on below poverty income for the unemployed,  pensioners and under employed.... but we get apps for our mental health 🤷‍♀️",negative,0.01449,0.72912,0.25639,Western Australia,Female,(25-32),0,2,0,1318831923230375936
mental-health-general-australia,Elljay1011, https://twitter.com/Elljay1011,2020-10-23 14:14:50,https://twitter.com/i/web/status/1319492452470812677,RT @NZdrama_llama: What do you say to Americans who didn't vote for you?  If he gets in you'll have a depression... and it'll be a sad day…,negative,0.01607,0.71301,0.27092,Western Australia,Female,(25-32),0,0,0,1319486999351283712
mental-health-availability-australia,Slipperyslopes6, https://twitter.com/Slipperyslopes6,2020-10-25 20:50:26,https://twitter.com/i/web/status/1320316783992008705,"RT @jillastark: I don't want to hear Liberals concerns about Melbourne's mental health. This from a govt that gave us Robodebt, slashed J…",negative,0.00221,0.93344,0.06435,New South Wales,Female,(0-2),0,0,0,1320174823163662337
mental-health-availability-australia,caitlynrintoul, https://twitter.com/caitlynrintoul,2020-10-16 10:36:23,https://twitter.com/i/web/status/1316900764867059714,On #TheWestLive🗣️🎙️   -UWA Prof Helen Milroy -@CityofPerth returning officer Kelly Dansie  -@BHGAus Landscaper @charlesalbone -@sunriseon7 WA correspondent @Matt_Tinney  -@7NewsPerth's @geofparry7  -The @westaustralian's @benoshea     Join @jennamclarke:  https://t.co/nXgzVUmcOK,neutral,0.28731,0.08091,0.63178,Western Australia,Female,(60-100),0,0,1,
mental-health-availability-australia,caitlynrintoul, https://twitter.com/caitlynrintoul,2020-10-16 10:39:04,https://twitter.com/i/web/status/1316901439059406848,Coming up on #TheWestLive with host @jennamclarke:  https://t.co/nBaokbVmeh https://t.co/kPnQHMpLOq,neutral,0.37152,0.05395,0.57453,Western Australia,Female,(60-100),0,0,0,1316900764867059714
mental-health-availability-australia,NJDaviesBlog, https://twitter.com/NJDaviesBlog,2020-10-28 09:37:21,https://twitter.com/i/web/status/1321234563310350336,"RT @jillastark: I don't want to hear Liberals concerns about Melbourne's mental health. This from a govt that gave us Robodebt, slashed J…",negative,0.00221,0.93344,0.06435,Victoria,Male,(15-20),0,0,0,1320174823163662337
mental-health-availability-australia,aysiaicee, https://twitter.com/aysiaicee,2020-10-17 00:54:47,https://twitter.com/i/web/status/1317116787582930947,"RT @vachirawhat: [REST]  I have to take a rest for a while to take care of my (mental) health, hope u guys understand. Meron pa rin po yung…",neutral,0.16853,0.14705,0.68442,,,,0,0,0,1317017306220748800
mental-health-awareness-australia,hia_vic, https://twitter.com/hia_vic,2020-10-14 16:39:30,https://twitter.com/i/web/status/1316267367408660480,"RT @HIA_au: It takes approximately 5 seconds to talk someone out of attempting to take their own life, says Trevor who has battled with #…",neutral,0.22276,0.09916,0.67807,,,,0,0,0,1316197030474129408
mental-health-general-australia,VanessaLaverty, https://twitter.com/VanessaLaverty,2020-10-27 13:47:41,https://twitter.com/i/web/status/1320935170912837633,@PeterCredlin_PW @ScottMorrisonMP I cannot listen anymore. My mental health cannot cope with the words and vile coming out of @JoshFrydenberg mouth! Disgusting! #NotALeaderJustALiberal,negative,0.00299,0.96203,0.03498,,,,0,2,0,1320929248530477056
mental-health-awareness-australia,FeneleyJohn, https://twitter.com/FeneleyJohn,2020-10-07 18:00:07,https://twitter.com/i/web/status/1313750942852890624,RT @HM_Christensen: With thanks to @ScottMorrisonMP @GregHuntMP for critical funding in #Budget2020 that will continue to advance research…,positive,0.96282,0.00352,0.03365,,,,0,0,0,1313722999376207872
mental-health-awareness-australia,FeneleyJohn, https://twitter.com/FeneleyJohn,2020-10-13 18:14:25,https://twitter.com/i/web/status/1315928868612579328,"RT @blackdoginst: Five recommendations from chapter one of our white paper, 'Meeting the needs of those in suicidal crisis with new models…",neutral,0.29213,0.039,0.66887,,,,0,0,0,1315906709123031040
mental-health-general-australia,Sulphurcocky1, https://twitter.com/Sulphurcocky1,2020-10-14 11:19:48,https://twitter.com/i/web/status/1316186914312138752,RT @healthgovau: It’s #MentalHealthWeek. This is an ideal time to take a moment to reflect on the importance of your own mental health and…,positive,0.86039,0.00878,0.13083,,,,0,0,0,1316174399368818695
mental-health-awareness-australia,Eligius4917, https://twitter.com/Eligius4917,2020-10-21 22:27:55,https://twitter.com/i/web/status/1318891767517728768,Today is Headspace Day in Australia. Headspace is an Australian charity that provides tailored and holistic mental health support to 12-25 year olds.  #Headspace #HeadspaceDay  #MentalHealth   https://t.co/wN4w0ZU6vp,positive,0.59157,0.03937,0.36906,,,,0,0,0,
mental-health-availability-australia,MAVERIC22440705, https://twitter.com/MAVERIC22440705,2020-10-26 16:15:12,https://twitter.com/i/web/status/1320609906446135296,"Prime minister announces Australia will reopen by Christmas https://t.co/A2I25rXQOg via @Yahoo - Mr Morrison, Mr Frydenberg and Mr Hunt called for Victoria to mirror NSW’s Covid-Safe restrictions “for sake of health,mental health and halting the loss of more than 1,000 jobs/day”.",neutral,0.2318,0.1366,0.6316,,,,0,2,0,
mental-health-availability-australia,Henry_Lynch7, https://twitter.com/Henry_Lynch7,2020-10-18 13:18:21,https://twitter.com/i/web/status/1317666299116277761,RT @7NewsSydney: Millions of Australians are now battling mental health issues every day with numbers soaring during the coronavirus pandem…,neutral,0.13136,0.14962,0.71901,,,,0,0,0,1317623707473387520
mental-health-awareness-australia,EIMAustralia, https://twitter.com/EIMAustralia,2020-10-15 12:00:01,https://twitter.com/i/web/status/1316559421170950146,Check out this resource by @beyondblue to support your mental health through physical activity. Any exercise is better than none! https://t.co/5GRl556CgA #ExerciseIsMedicine #MentalHealthMonth,positive,0.78518,0.01619,0.19863,,,,0,0,0,
mental-health-awareness-australia,JaneSimmons19, https://twitter.com/JaneSimmons19,2020-10-19 17:50:15,https://twitter.com/i/web/status/1318097112123330561,RT @NSWEducation: Get ready to slay the day! 💪  Follow these simple night-before tips from https://t.co/ZuzNYKRvWW Australia to give yourse…,positive,0.94367,0.00474,0.05159,,,,0,0,0,1318024081472630784
mental-health-awareness-australia,JaneSimmons19, https://twitter.com/JaneSimmons19,2020-10-23 17:59:03,https://twitter.com/i/web/status/1319548877758820352,RT @NSWEducation: One of the best and most effective things you can do to feel better is to talk to someone. 🗣️  If you need help right now…,neutral,0.43079,0.06073,0.50848,,,,0,0,0,1319503856556965888
mental-health-availability-australia,rodp48, https://twitter.com/rodp48,2020-10-26 07:10:00,https://twitter.com/i/web/status/1320472704269520896,"RT @jillastark: I don't want to hear Liberals concerns about Melbourne's mental health. This from a govt that gave us Robodebt, slashed J…",negative,0.00221,0.93344,0.06435,Victoria,,,0,0,0,1320174823163662337
mental-health-awareness-australia,bluedoggobook, https://twitter.com/bluedoggobook,2020-10-21 07:17:34,https://twitter.com/i/web/status/1318662670904479744,RT @LivingWorksAus: Today is #headspaceday  We are pleased to get behind @headspace_aus in encouraging young people to take small steps eve…,positive,0.88247,0.00988,0.10765,New South Wales,,,0,0,0,1318662558945923074
mental-health-general-australia,its_2hard, https://twitter.com/its_2hard,2020-10-25 17:37:00,https://twitter.com/i/web/status/1320268107194142721,"RT @CraigHill01: So @ScottMorrisonMP claims to be concerned about the mental health of Victorians in lockdown for three months, but thinks…",negative,0.0048,0.75482,0.24038,,,,0,0,0,1319980206581444610
mental-health-availability-australia,KTuena, https://twitter.com/KTuena,2020-10-26 13:00:00,https://twitter.com/i/web/status/1320560786167623681,"RT @jillastark: I don't want to hear Liberals concerns about Melbourne's mental health. This from a govt that gave us Robodebt, slashed J…",negative,0.00221,0.93344,0.06435,,,,0,0,0,1320174823163662337
mental-health-general-australia,Kimick4, https://twitter.com/Kimick4,2020-10-15 00:33:43,https://twitter.com/i/web/status/1316386710414999552,"@SkyNewsAust @DanielAndrewsMP @GregHuntMP @JoshFrydenberg It comes after data emerged from The Australian which revealed the significant mental health impacts in Victoria.  So... not a government report, not a medical or a report based on science.  Hunt and Josh base this on a Murdoch report?  You know that's absurd... right?",negative,0.0016,0.92883,0.06957,,,,0,1,0,1316378659788255233
mental-health-general-australia,Kimick4, https://twitter.com/Kimick4,2020-10-16 23:30:08,https://twitter.com/i/web/status/1317095484540940288,@SkyNewsAust @pwafork I think they are on to you Sky After Dark.  Asio to review terror terms including ‘rightwing extremists’ which Liberal MP says causes anxiety https://t.co/dZcoNYpn5V,negative,0.01325,0.9735,0.01325,,,,0,0,0,1317070508349743104
mental-health-availability-australia,Smokey_Baker, https://twitter.com/Smokey_Baker,2020-10-14 16:12:34,https://twitter.com/i/web/status/1316260592315842560,@JoshFrydenberg My message to the Treasurer of Australia is is Fuck Off. Your very existence has a negative impact on mental health.  If you really want to help then start taxing the rich &amp; stop promoting environmental destruction so there is some hope for social and environmental sustainability,negative,0.00163,0.96117,0.03719,,,,0,0,0,1316226191406190592
mental-health-awareness-australia,EmmanuelSwchDmp, https://twitter.com/EmmanuelSwchDmp,2020-10-18 19:21:10,https://twitter.com/i/web/status/1317757604312002560,"RT @SANEAustralia: #stigmawatch would like to remind broadcast media that when discussing mental ill health and/or suicide, it is vital tha…",neutral,0.2063,0.13823,0.65547,,,,0,0,0,1316517641339592704
mental-health-awareness-australia,EmmanuelSwchDmp, https://twitter.com/EmmanuelSwchDmp,2020-10-23 00:05:40,https://twitter.com/i/web/status/1319278752807874562,"Person: how are things?  (Ever have one of those mornings where your first thought is something anxiety/depression/harm related? And you just...know, right away, that you're gonna have that screaming at you all day?  That's been my whole week so far.)  Me: yeah nah good.",negative,0.01429,0.77547,0.21024,,,,0,0,0,
mental-health-availability-australia,VCDF_Australia, https://twitter.com/VCDF_Australia,2020-10-17 16:50:03,https://twitter.com/i/web/status/1317357188059254786,"A person's mental health affects how they feel, think, behave &amp; relate to others. The ADF Centre for Mental Health has offices across 🇦🇺 supporting #yourADF with a number of programs &amp; initiatives.   This year #MentalHealth is more important than ever ➡️ https://t.co/dGQ3UCZ1gR https://t.co/thJk2YOES9",positive,0.66351,0.02183,0.31466,,,,4,22,0,
mental-health-awareness-australia,Chris86767838, https://twitter.com/Chris86767838,2020-10-10 09:40:34,https://twitter.com/i/web/status/1314712388482916352,"RT @NSWHealth: On #WorldMentalHealthDay, hear Ms Vibha Gulati's story about living with a mental health condition and her advice to others…",positive,0.65864,0.01663,0.32473,New South Wales,,,0,0,0,1314702182655156224
mental-health-general-australia,Mliliane8, https://twitter.com/Mliliane8,2018-10-19 16:58:54,https://twitter.com/i/web/status/1053178660482699265,"RT @scobie: Day 4! #HarryandMeghan will start this morn at #OneWave, a non-profit surf community tackling mental health issues before a Bon…",positive,0.68287,0.0167,0.30044,,,,0,0,0,1053013331936600064
mental-health-general-australia,StephenOlivero, https://twitter.com/StephenOlivero,2020-10-09 19:06:36,https://twitter.com/i/web/status/1314492449142632449,@JoshFrydenberg @ScottMorrisonMP Can you please make the churches pay for chaplains in schools and put that $61.4m towards counsellors and mental health in schools? Kids have gone through a rough unprecedented time too!! Their education and mental health has been affected.,negative,0.02502,0.70063,0.27435,,,,0,6,0,1314402030010523648
mental-health-general-australia,StephenOlivero, https://twitter.com/StephenOlivero,2020-10-09 19:06:58,https://twitter.com/i/web/status/1314492542386204678,@ScottMorrisonMP @OECD @MathiasCormann Can you please make the churches pay for chaplains in schools and put that $61.4m towards counsellors and mental health in schools? Kids have gone through a rough unprecedented time too!! Their education and mental health has been affected.,negative,0.02502,0.70063,0.27435,,,,0,0,0,1314116497518653440
mental-health-general-australia,FF_Grazz, https://twitter.com/FF_Grazz,2020-10-14 13:28:08,https://twitter.com/i/web/status/1316219211396440065,RT @shaunwarnock_sw: Cynically using mental health comments to undermine @DanielAndrewsMP is pure dirty political manoeuvring by the malici…,negative,0.00309,0.93187,0.06504,,,,0,0,0,1316210038537502721
mental-health-general-australia,PREMISE_CRE, https://twitter.com/PREMISE_CRE,2020-10-07 21:30:19,https://twitter.com/i/web/status/1313803838579589120,RT @TheMatilda_USyd: We commend @ausgov #Budget2020 increase in the number of Medicare Funded mental health consultations from 10 to 20 for…,positive,0.52546,0.02487,0.44967,,,,0,0,0,1313724631916769280
mental-health-general-australia,jaquix173, https://twitter.com/jaquix173,2020-10-14 22:05:56,https://twitter.com/i/web/status/1316349519131336704,RT @shaunwarnock_sw: Cynically using mental health comments to undermine @DanielAndrewsMP is pure dirty political manoeuvring by the malici…,negative,0.00309,0.93187,0.06504,Queensland,,,0,0,0,1316210038537502721
mental-health-general-australia,jaquix173, https://twitter.com/jaquix173,2020-10-16 20:55:07,https://twitter.com/i/web/status/1317056473009061889,@CatPurry9 Hes a bully!  Everything has to be his way or the highway.  Rages when thwarted. Imagine living with it - wifey chosen for malleability. No wonder she admitted to depression. No sign of her lately - only dragged out for elections?   (Narcissism is a personality disorder. ),negative,0.00889,0.80621,0.1849,Queensland,,,0,1,0,1316984934607679489
mental-health-general-australia,jaquix173, https://twitter.com/jaquix173,2020-10-19 23:55:43,https://twitter.com/i/web/status/1318189085056401408,"@jaci_wiley @EvieDaisy3 @vogrady2132 @ElaineM11584892 Yes my son found anxiety resurfaced,  but as soon as he was able to choose a social buddy,  that disappeared!",positive,0.83304,0.00836,0.15861,Queensland,,,0,0,0,1317743439946002432
mental-health-general-australia,jaquix173, https://twitter.com/jaquix173,2020-10-22 10:05:23,https://twitter.com/i/web/status/1319067288130088960,RT @PatsKarvelas: So much #CovidVic anxiety in Melb today. Please please please make the stupid virus go away.,negative,0.00494,0.89483,0.10022,Queensland,,,0,0,0,1319042281442193408
mental-health-general-australia,jaquix173, https://twitter.com/jaquix173,2020-10-22 10:09:27,https://twitter.com/i/web/status/1319068311603216384,RT @antsyturbo: @RichardAOB Karvelas can do her bit to reduce the anxiety by keeping the grubs like Tim Wilson off her airwaves. He doesn't…,negative,0.00416,0.87468,0.12116,Queensland,,,0,0,0,1319062732713328641
mental-health-general-australia,jaquix173, https://twitter.com/jaquix173,2020-10-22 10:12:01,https://twitter.com/i/web/status/1319068958863937536,@PatsKarvelas Patricia get a grip. Youre listening to the wrong people. ABC is following Newscorp with all these most negative attacks.  Thats causing many people anxiety not just yourself.  MEDIA EXACERBATING it.   Stop talking to the wrong people. Watch Dans presser instead.,negative,0.00475,0.88267,0.11258,Queensland,,,0,13,0,1319042281442193408
mental-health-availability-australia,karencomma, https://twitter.com/karencomma,2020-10-16 12:26:02,https://twitter.com/i/web/status/1316928356928151552,"RT @ama_media: The Every Doctor, Every Setting: A National Framework was officially launched today, as part of a national commitment to pri…",neutral,0.41545,0.02519,0.55936,,,,0,0,0,1316927527026331654
mental-health-availability-australia,wavingpeople, https://twitter.com/wavingpeople,2020-10-26 21:55:34,https://twitter.com/i/web/status/1320695565441593347,Anyway therapy is fucking great and if you're an Aussie on Medicare you've got 20 free / low-cost sessions with your mental health care plan!,negative,0.00503,0.98995,0.00503,Western Australia,,,0,23,0,1320694415334100992
mental-health-awareness-australia,wal03041983, https://twitter.com/wal03041983,2020-10-26 20:02:28,https://twitter.com/i/web/status/1320667100080267265,Lifeline - 131114 Beyond blue - 1300224636 Suicide call back service - 1300    659 467 Kids helpline - 1800 55 1800 The butterfly foundation - 1800 33 4673!!   Please if you’re feeling down and need support please ring❤️,neutral,0.44104,0.10461,0.45435,,,,0,0,0,
mental-health-general-australia,JamieJWhite1, https://twitter.com/JamieJWhite1,2020-10-26 07:52:44,https://twitter.com/i/web/status/1320483460155203584,"RT @CraigHill01: So @ScottMorrisonMP claims to be concerned about the mental health of Victorians in lockdown for three months, but thinks…",negative,0.0048,0.75482,0.24038,,,,0,0,0,1319980206581444610
