tweet_topic,user_id,user_URL,created_at,URL,tweet_text,sentiment,pos_possibility,neg_possibility,neu_possibility,state,gender,age,count_retweet,count_like,count_reply,original_status_id
mental-health-availability-australia,ElaineM11584892, https://twitter.com/ElaineM11584892,2020-10-28 05:21:28,https://twitter.com/i/web/status/1321170164432318465,"RT @jillastark: I don't want to hear Liberals concerns about Melbourne's mental health. This from a govt that gave us Robodebt, slashed J…",negative,0.00221,0.93344,0.06435,New South Wales,Female,(8-12),0,0,0,1320174823163662337
mental-health-awareness-australia,SenSHenderson, https://twitter.com/SenSHenderson,2020-10-25 19:42:48,https://twitter.com/i/web/status/1320299764596944896,"RT @healthgovau: It’s important to prioritise your mental health, particularly as the #COVID19 pandemic continues. For extra support visit…",positive,0.63313,0.03247,0.33441,Victoria,Female,(38-43),0,0,0,1320281475934289922
mental-health-digital-australia,SenSHenderson, https://twitter.com/SenSHenderson,2020-10-25 19:42:48,https://twitter.com/i/web/status/1320299764596944896,"RT @healthgovau: It’s important to prioritise your mental health, particularly as the #COVID19 pandemic continues. For extra support visit…",positive,0.63313,0.03247,0.33441,Victoria,Female,(38-43),0,0,0,1320281475934289922
mental-health-general-australia,SenSHenderson, https://twitter.com/SenSHenderson,2020-10-25 19:42:48,https://twitter.com/i/web/status/1320299764596944896,"RT @healthgovau: It’s important to prioritise your mental health, particularly as the #COVID19 pandemic continues. For extra support visit…",positive,0.63313,0.03247,0.33441,Victoria,Female,(38-43),0,0,0,1320281475934289922
mental-health-awareness-australia,ingioz, https://twitter.com/ingioz,2020-11-01 12:07:38,https://twitter.com/i/web/status/1322721933213925377,RT @LELAN_SA: 'It’s important to strike a balance between valuing what people with #livedexperience say works and requiring research to gen…,positive,0.57646,0.01664,0.4069,,Female,(8-12),0,0,0,1322330356305911808
mental-health-availability-australia,CharlesHolly13, https://twitter.com/CharlesHolly13,2020-10-28 15:52:36,https://twitter.com/i/web/status/1321328998169800705,RT @gettingdownsy: @janine_hendry So utterly sorry to you and all who have lost loved ones.  This horrid governemnt have known about the me…,negative,0.04657,0.78958,0.16386,,Female,(48-53),0,0,0,1321217928063111169
mental-health-general-australia,Gregory66081178, https://twitter.com/Gregory66081178,2020-10-26 06:54:42,https://twitter.com/i/web/status/1320468851813806080,"@Gregory66081178  Imagine if #PM Smirko, @GregHuntMP &amp; Media had thrown their support behind VIC Govt.  Backing their measures with positive messaging rather than the constant unrelenting criticism &amp; blame. Maybe we'd be open already. Mental health ?  Much less impact.",negative,0.0079,0.79615,0.19595,,Female,(38-43),0,2,0,
mental-health-general-australia,Elljay1011, https://twitter.com/Elljay1011,2020-10-21 18:34:44,https://twitter.com/i/web/status/1318833084259655681,"@healthgovau But at the same time the Australian government will make you survive on below poverty income for the unemployed,  pensioners and under employed.... but we get apps for our mental health 🤷‍♀️",negative,0.01449,0.72912,0.25639,Western Australia,Female,(25-32),0,2,0,1318831923230375936
mental-health-availability-australia,NJDaviesBlog, https://twitter.com/NJDaviesBlog,2020-10-28 09:37:21,https://twitter.com/i/web/status/1321234563310350336,"RT @jillastark: I don't want to hear Liberals concerns about Melbourne's mental health. This from a govt that gave us Robodebt, slashed J…",negative,0.00221,0.93344,0.06435,Victoria,Male,(15-20),0,0,0,1320174823163662337
mental-health-availability-australia,NJDaviesBlog, https://twitter.com/NJDaviesBlog,2020-11-01 10:18:10,https://twitter.com/i/web/status/1322694383234215936,RT @bsadams25: Coronavirus Australia live news: Australians urged to prioritise mental health as part of Federal Government campaign https:…,neutral,0.16076,0.10413,0.73512,Victoria,Male,(15-20),0,0,0,1322691914127171584
mental-health-availability-australia,JonathonMomsen, https://twitter.com/JonathonMomsen,2020-10-27 14:48:35,https://twitter.com/i/web/status/1320950499491770369,"@drvyom His anecdote is his own policy in action. If somebody’s mental health is so drastically impacted, it means our safety nets are failing. Instead of help, Australians get robodebt calls, cuts to JobSeeker (to below the poverty line), and LNP spin blaming others for Aus’ plight.",negative,0.00403,0.8857,0.11026,Victoria,Female,(8-12),0,23,0,1320949457932832768
mental-health-awareness-australia,sydnets, https://twitter.com/sydnets,2020-10-25 20:38:58,https://twitter.com/i/web/status/1320313901100101632,"RT @LindaBurneyMP: Each year, a quarter of young Australians experience mental health issues, including 7,500 in my electorate of Barton. I…",neutral,0.17684,0.10228,0.72088,New South Wales,Female,(8-12),0,0,0,1318693417065443328
mental-health-availability-australia,J_Robzz, https://twitter.com/J_Robzz,2020-10-19 09:07:47,https://twitter.com/i/web/status/1317965630029508608,"For my own mental health, a month or so ago, I turned a new twitter leaf, deleted my history, to concentrate on the better side of life...  - Aus news media hasn't help one iota, in fact it's been extremely harmful and unhelpful.",negative,0.00369,0.92356,0.07275,,Female,(8-12),0,5,0,
mental-health-general-australia,paulinehollywoo, https://twitter.com/paulinehollywoo,2020-10-28 20:03:12,https://twitter.com/i/web/status/1321392061334102016,"@ScottMorrisonMP @BorisJohnson Dear @ScottMorrisonMP, whilst chatting with @BorisJohnson did you discuss the urgent plight of one of our own, #JulianAssange? There's nothing legal binding his extradition or your silence. For pity sake please bring him home now 4 mental health treatment. https://t.co/4qevMXIrm8 https://t.co/cLTvvCBgAx",negative,0.06219,0.49886,0.43894,Queensland,Male,(60-100),0,0,0,1321267619630968832
mental-health-general-australia,paulinehollywoo, https://twitter.com/paulinehollywoo,2020-10-28 20:40:48,https://twitter.com/i/web/status/1321401524677832706,"@JoshFrydenberg @AlanTudgeMP #ThankYouDan! No thanks to the #LNP neglect in #agedcare which, without preparing for the #pandemic and making them #Covidsafe, caused so many tragic lonely deaths which sadly their traumatized loved ones have to live with. https://t.co/DWDf4s9RgB",negative,0.03112,0.72192,0.24697,Queensland,Male,(60-100),0,1,0,1320957740013871110
mental-health-general-australia,paulinehollywoo, https://twitter.com/paulinehollywoo,2020-11-01 15:36:21,https://twitter.com/i/web/status/1322774456972976128,@Tim_jbo @raggamuffs @samanthamaiden @MrKRudd @Qldaah Sadly most of those lonely deaths occurred because #ScottMorrison failed to follow through with his announcement in Feb 2 make #agedcare #covidsafe. Do you know they're still are unprepared for the event of further outbreaks? Do you care? #agedcarescandal  https://t.co/KFfWzC7tNp https://t.co/1QUkY6egOY,negative,0.00461,0.84134,0.15404,Queensland,Male,(60-100),0,0,0,1322747674240507905
mental-health-general-australia,parsacarly, https://twitter.com/parsacarly,2020-10-26 00:22:53,https://twitter.com/i/web/status/1320370247904317441,"RT @CraigHill01: So @ScottMorrisonMP claims to be concerned about the mental health of Victorians in lockdown for three months, but thinks…",negative,0.0048,0.75482,0.24038,,Female,(25-32),0,0,0,1319980206581444610
mental-health-awareness-australia,PartnersParents, https://twitter.com/PartnersParents,2016-04-07 14:30:17,https://twitter.com/i/web/status/717932485858865152,RT @beyondblue: Speak up about Perinatal Depression &amp; Anxiety &amp; reach out for support at: https://t.co/KbWh5X1xGi #bePNDAaware https://t.co…,neutral,0.28949,0.12832,0.58219,,,,0,0,0,666133378882605056
mental-health-availability-australia,JanLamont5, https://twitter.com/JanLamont5,2020-11-01 12:54:54,https://twitter.com/i/web/status/1322733826229981184,"Total cases in Australia 27,660.Deaths 908. NSW Total cases 4400 equals 15% cases. Population 8.1. Victoria Total cases 20,340 equals 74%. Population 6.4 million. DEATHS 819. Andrew Danial has blood on his hands.    https://t.co/uvjmRWVckC",neutral,0.04945,0.38127,0.56928,,,,0,0,0,
mental-health-general-australia,a_warming, https://twitter.com/a_warming,2020-11-01 11:33:47,https://twitter.com/i/web/status/1322713413726867456,RT @jaquix173: Today:   Victoria announces $45m for a big program to get kids active in sport and outdoor activities. ✅✅✅ Morrison announce…,positive,0.55316,0.04406,0.40278,Victoria,,,0,0,0,1322683739604881408
mental-health-general-australia,VanessaLaverty, https://twitter.com/VanessaLaverty,2020-10-27 13:47:41,https://twitter.com/i/web/status/1320935170912837633,@PeterCredlin_PW @ScottMorrisonMP I cannot listen anymore. My mental health cannot cope with the words and vile coming out of @JoshFrydenberg mouth! Disgusting! #NotALeaderJustALiberal,negative,0.00299,0.96203,0.03498,,,,0,2,0,1320929248530477056
mental-health-general-australia,KimMartin4real, https://twitter.com/KimMartin4real,2020-11-01 16:39:50,https://twitter.com/i/web/status/1322790434402258949,"RT @StrayMutts: @GregHuntMP @Judetomyfriends You cannot pretend to support mental health when you willingly allow the aged, unemployed, and…",negative,0.00297,0.91262,0.08441,,,,0,0,0,1322775568278978560
mental-health-awareness-australia,Eligius4917, https://twitter.com/Eligius4917,2020-10-21 22:27:55,https://twitter.com/i/web/status/1318891767517728768,Today is Headspace Day in Australia. Headspace is an Australian charity that provides tailored and holistic mental health support to 12-25 year olds.  #Headspace #HeadspaceDay  #MentalHealth   https://t.co/wN4w0ZU6vp,positive,0.59157,0.03937,0.36906,,,,0,0,0,
mental-health-availability-australia,MAVERIC22440705, https://twitter.com/MAVERIC22440705,2020-10-26 16:15:12,https://twitter.com/i/web/status/1320609906446135296,"Prime minister announces Australia will reopen by Christmas https://t.co/A2I25rXQOg via @Yahoo - Mr Morrison, Mr Frydenberg and Mr Hunt called for Victoria to mirror NSW’s Covid-Safe restrictions “for sake of health,mental health and halting the loss of more than 1,000 jobs/day”.",neutral,0.2318,0.1366,0.6316,,,,0,2,0,
mental-health-awareness-australia,JaneSimmons19, https://twitter.com/JaneSimmons19,2020-10-19 17:50:15,https://twitter.com/i/web/status/1318097112123330561,RT @NSWEducation: Get ready to slay the day! 💪  Follow these simple night-before tips from https://t.co/ZuzNYKRvWW Australia to give yourse…,positive,0.94367,0.00474,0.05159,,,,0,0,0,1318024081472630784
mental-health-awareness-australia,JaneSimmons19, https://twitter.com/JaneSimmons19,2020-10-23 17:59:03,https://twitter.com/i/web/status/1319548877758820352,RT @NSWEducation: One of the best and most effective things you can do to feel better is to talk to someone. 🗣️  If you need help right now…,neutral,0.43079,0.06073,0.50848,,,,0,0,0,1319503856556965888
mental-health-general-australia,rodp48, https://twitter.com/rodp48,2020-11-02 14:20:40,https://twitter.com/i/web/status/1323117801305853952,"RT @DrRonBaumann: @GregHuntMP If your govt actually cared about the environment, native flora and fauna, the unemployed, the sick, the disa…",negative,0.00977,0.78288,0.20735,Victoria,,,0,0,0,1323100848939921409
mental-health-recognition-australia,AmandaLNeil, https://twitter.com/AmandaLNeil,2020-11-02 09:01:06,https://twitter.com/i/web/status/1323037379406389248,"RT @JudkinsSimon: #CV19 coming out of lockdown is great, but ED’s are seeing marked increases in MH presentations , drug/alcohol harm, home…",neutral,0.13476,0.10873,0.75651,Tasmania,,,0,0,0,1322878831288463361
mental-health-awareness-australia,bluedoggobook, https://twitter.com/bluedoggobook,2020-10-21 07:17:34,https://twitter.com/i/web/status/1318662670904479744,RT @LivingWorksAus: Today is #headspaceday  We are pleased to get behind @headspace_aus in encouraging young people to take small steps eve…,positive,0.88247,0.00988,0.10765,New South Wales,,,0,0,0,1318662558945923074
mental-health-general-australia,SueWhit02414019, https://twitter.com/SueWhit02414019,2020-11-01 15:46:57,https://twitter.com/i/web/status/1322777126752284672,RT @elaine14303182: @Bowenchris And mental health would have been vastly helped if the LNP had not undermined Vic’s public health response.…,negative,0.00651,0.83171,0.16178,Victoria,,,0,0,0,1322774310549815296
mental-health-general-australia,its_2hard, https://twitter.com/its_2hard,2020-10-25 17:37:00,https://twitter.com/i/web/status/1320268107194142721,"RT @CraigHill01: So @ScottMorrisonMP claims to be concerned about the mental health of Victorians in lockdown for three months, but thinks…",negative,0.0048,0.75482,0.24038,,,,0,0,0,1319980206581444610
mental-health-awareness-australia,EmmanuelSwchDmp, https://twitter.com/EmmanuelSwchDmp,2020-10-18 19:21:10,https://twitter.com/i/web/status/1317757604312002560,"RT @SANEAustralia: #stigmawatch would like to remind broadcast media that when discussing mental ill health and/or suicide, it is vital tha…",neutral,0.2063,0.13823,0.65547,,,,0,0,0,1316517641339592704
mental-health-general-australia,RuediSteffi, https://twitter.com/RuediSteffi,2020-11-02 23:13:20,https://twitter.com/i/web/status/1323251848887914497,RT @int_students11: The whole world is welcoming international students with safety measures then why can't Australia. One year has been ru…,negative,0.0112,0.7161,0.2727,,,,0,0,0,1321367438060118018
mental-health-awareness-australia,3matescan, https://twitter.com/3matescan,2020-10-30 15:31:17,https://twitter.com/i/web/status/1322048406001348608,Have you got a self-care plan in order? I know I don’t so I need to get into it!   https://t.co/Kgxx9mXpSp,negative,0.00885,0.69796,0.29319,,,,0,0,0,
mental-health-awareness-australia,PREMISE_CRE, https://twitter.com/PREMISE_CRE,2020-11-02 16:22:16,https://twitter.com/i/web/status/1323148400666140672,"RT @blackdoginst: Although #MentalHealthMonth has come to an end, strategies to support the mental health and wellbeing of Australian worke…",neutral,0.07224,0.10642,0.82134,,,,0,0,0,1323145733164265472
mental-health-general-australia,jaquix173, https://twitter.com/jaquix173,2020-11-01 09:35:52,https://twitter.com/i/web/status/1322683739604881408,Today:   Victoria announces $45m for a big program to get kids active in sport and outdoor activities. ✅✅✅ Morrison announces $10 million boost to mental health for Australia. Just over $1 million per state?  Pathetic.cheapskate.❌❌❌ @DanielAndrewsMP  @ScottMorrisonMP,negative,0.01352,0.97296,0.01352,Queensland,,,1,42,2,
mental-health-availability-australia,wavingpeople, https://twitter.com/wavingpeople,2020-10-26 21:55:34,https://twitter.com/i/web/status/1320695565441593347,Anyway therapy is fucking great and if you're an Aussie on Medicare you've got 20 free / low-cost sessions with your mental health care plan!,negative,0.00503,0.98995,0.00503,Western Australia,,,0,23,0,1320694415334100992
mental-health-awareness-australia,wal03041983, https://twitter.com/wal03041983,2020-10-26 20:02:28,https://twitter.com/i/web/status/1320667100080267265,Lifeline - 131114 Beyond blue - 1300224636 Suicide call back service - 1300    659 467 Kids helpline - 1800 55 1800 The butterfly foundation - 1800 33 4673!!   Please if you’re feeling down and need support please ring❤️,neutral,0.44104,0.10461,0.45435,,,,0,0,0,
mental-health-availability-australia,BarringtonCoast, https://twitter.com/BarringtonCoast,2020-11-01 09:58:29,https://twitter.com/i/web/status/1322689431619469319,"Francessca O'Donnell's career as a successful dance teacher and ballet examiner spanned decades, and she's now creating ... https://t.co/pSg5COhbKf",positive,0.96972,0.0016,0.02868,,,,0,0,0,
mental-health-general-australia,JamieJWhite1, https://twitter.com/JamieJWhite1,2020-10-26 07:52:44,https://twitter.com/i/web/status/1320483460155203584,"RT @CraigHill01: So @ScottMorrisonMP claims to be concerned about the mental health of Victorians in lockdown for three months, but thinks…",negative,0.0048,0.75482,0.24038,,,,0,0,0,1319980206581444610
mental-health-awareness-australia,JamieJWhite1, https://twitter.com/JamieJWhite1,2020-10-26 21:49:41,https://twitter.com/i/web/status/1320694082587389953,RT @JuliaGillard: Congratulations Victorians on working together to combat COVID 19. I’m sure you will continue in that spirit and keep emb…,positive,0.94691,0.00354,0.04955,,,,0,0,0,1320637704149762048
mental-health-awareness-australia,dameladeedah, https://twitter.com/dameladeedah,2020-10-27 07:46:20,https://twitter.com/i/web/status/1320844236070162432,RT @JuliaGillard: Congratulations Victorians on working together to combat COVID 19. I’m sure you will continue in that spirit and keep emb…,positive,0.94691,0.00354,0.04955,Victoria,,,0,0,0,1320637704149762048
mental-health-general-australia,Michaeldmac2006, https://twitter.com/Michaeldmac2006,2020-10-25 16:30:50,https://twitter.com/i/web/status/1320251452674043904,"RT @CraigHill01: So @ScottMorrisonMP claims to be concerned about the mental health of Victorians in lockdown for three months, but thinks…",negative,0.0048,0.75482,0.24038,,,,0,0,0,1319980206581444610
mental-health-awareness-australia,closethegapOZ, https://twitter.com/closethegapOZ,2020-10-21 21:04:32,https://twitter.com/i/web/status/1318870782362021888,"RT @AustPsych: Professor Pat Dudgeon FAPS, Director of the Centre of Best Practice in Aboriginal and Torres Strait Islander Suicide Prevent…",neutral,0.22695,0.0729,0.70015,,,,0,0,0,1318427022109102080
mental-health-availability-australia,JasonTrethowan, https://twitter.com/JasonTrethowan,2020-10-18 17:03:30,https://twitter.com/i/web/status/1317722959352528896,RT @PatMcGorry: Call to expand free COVID-19 mental health clinics seeing 'amazing results' https://t.co/EwDE9tZM1l V. grateful to @ScottMo…,positive,0.8448,0.01153,0.14368,,,,0,0,0,1317721275230347267
mental-health-availability-australia,JasonTrethowan, https://twitter.com/JasonTrethowan,2020-11-01 07:28:32,https://twitter.com/i/web/status/1322651696560943104,@ProfLAppleby Hi Louis - We discovered many issues for young people’s mental health during COVID but also many opportunities. See the @headspace_aus report here. https://t.co/rDRV4P50NI,positive,0.75885,0.01085,0.2303,,,,0,2,0,1322639174583857157
mental-health-awareness-australia,JasonTrethowan, https://twitter.com/JasonTrethowan,2020-11-01 07:28:32,https://twitter.com/i/web/status/1322651696560943104,@ProfLAppleby Hi Louis - We discovered many issues for young people’s mental health during COVID but also many opportunities. See the @headspace_aus report here. https://t.co/rDRV4P50NI,positive,0.75885,0.01085,0.2303,,,,0,2,0,1322639174583857157
mental-health-awareness-australia,StephMcLenn, https://twitter.com/StephMcLenn,2020-08-02 20:56:24,https://twitter.com/i/web/status/1289877706004246529,"RT @MJ_Leaver: Australians, this time of year is extremely difficult for many people. A thread (in progress) for contacts;  000 if life is…",neutral,0.08813,0.24207,0.66992,,,,0,0,0,942559004714086400
mental-health-awareness-australia,StephMcLenn, https://twitter.com/StephMcLenn,2020-08-02 20:56:24,https://twitter.com/i/web/status/1289877706004246529,"RT @MJ_Leaver: Australians, this time of year is extremely difficult for many people. A thread (in progress) for contacts;  000 if life is…",neutral,0.08833,0.24199,0.66968,,,,0,0,0,942559004714086400
mental-health-general-australia,Anne_E_Huth, https://twitter.com/Anne_E_Huth,2020-10-25 17:36:50,https://twitter.com/i/web/status/1320268063367856128,"RT @CraigHill01: So @ScottMorrisonMP claims to be concerned about the mental health of Victorians in lockdown for three months, but thinks…",negative,0.0048,0.75482,0.24038,Queensland,,,0,0,0,1319980206581444610
mental-health-awareness-australia,MeredithStaib, https://twitter.com/MeredithStaib,2020-10-21 13:41:49,https://twitter.com/i/web/status/1318759369576648705,"Today is #HeadspaceDay! With the @RoyalFlyingDoc operating a @headspace_aus facility in Cairns, I want to encourage young people to take small steps every day for their mental health because healthy habits can make a big difference. For more info, visit: https://t.co/NCuWCm7wbO. https://t.co/vqGjX3ZoME",positive,0.84643,0.01155,0.14202,,,,0,5,0,
mental-health-general-australia,SophieSocialist, https://twitter.com/SophieSocialist,2020-10-25 22:29:16,https://twitter.com/i/web/status/1320341655300395009,RT @kathryntherese2: @JoshFrydenberg @ScottMorrisonMP @GregHuntMP And there's a family you have locked up on Christmas Island How is their…,neutral,0.03534,0.26526,0.69941,,,,0,0,0,1320245205396697088
mental-health-general-australia,SophieSocialist, https://twitter.com/SophieSocialist,2020-10-28 10:57:42,https://twitter.com/i/web/status/1321254783102009345,RT @norfer40: @MarkLangham2 @JoshFrydenberg No mention of the Elderly who died of Covid  in LNP Aged Care Homes neglected and lonely in his…,negative,0.00766,0.81023,0.18211,,,,0,0,0,1321224529994149888
mental-health-availability-australia,SophieSocialist, https://twitter.com/SophieSocialist,2020-10-28 11:04:04,https://twitter.com/i/web/status/1321256384734715905,RT @idlhndzbizimind: @MarkLangham2 @JoshFrydenberg Only reply needed to josh is #Robodeath Robodebt has more deaths by suicide than covid i…,negative,0.00891,0.80953,0.18157,,,,0,0,0,1321221806041096195
mental-health-availability-australia,outdoorsportre1, https://twitter.com/outdoorsportre1,2020-10-24 22:48:19,https://twitter.com/i/web/status/1319984063046823938,"RT @MillyMolly300: Another sad suicide in Victoria. Financial &amp; mental health issues compounded by lockdown, where is Dan Andrews? https://…",negative,0.02648,0.63788,0.33564,,,,0,0,0,1319773832052314113
mental-health-awareness-australia,mackaysuzie, https://twitter.com/mackaysuzie,2020-10-20 08:30:05,https://twitter.com/i/web/status/1318318531352555521,RT @emdash99: hey @abcnews i'm seeing a banner headline on tv at the moment about corporal ian turner stating that he committed suicide.…,neutral,0.01679,0.45408,0.52913,Queensland,,,0,0,0,1318316503263895552
mental-health-awareness-australia,mackaysuzie, https://twitter.com/mackaysuzie,2020-10-26 18:06:58,https://twitter.com/i/web/status/1320638035008970752,RT @JuliaGillard: Congratulations Victorians on working together to combat COVID 19. I’m sure you will continue in that spirit and keep emb…,positive,0.94691,0.00354,0.04955,Queensland,,,0,0,0,1320637704149762048
mental-health-general-australia,david89293299, https://twitter.com/david89293299,2020-10-26 07:43:11,https://twitter.com/i/web/status/1320481053073571842,"RT @CraigHill01: So @ScottMorrisonMP claims to be concerned about the mental health of Victorians in lockdown for three months, but thinks…",negative,0.0048,0.75482,0.24038,New South Wales,,,0,0,0,1319980206581444610
mental-health-availability-australia,david89293299, https://twitter.com/david89293299,2020-11-03 15:03:32,https://twitter.com/i/web/status/1323490975101038592,RT @SpotlightForYou: @abcnews The Social Security system is no longer the safety net it was designated to be. That's a real shame for Austr…,negative,0.00241,0.92985,0.06774,New South Wales,,,0,0,0,1323428828413218816
mental-health-availability-australia,aus_drew, https://twitter.com/aus_drew,2020-10-24 23:02:32,https://twitter.com/i/web/status/1319987641006182401,"@Ralavi @xloveandlightx @benloganwriting There is a big concentration on mental heath issues with people who oppose lockdowns. It seems they are the ones with mental health issues. Not undermining your issues, just suggesting this isn't how to get help.",negative,0.00328,0.84318,0.15355,,,,0,1,0,1319982239292116992
mental-health-general-australia,mrwayneoldfield, https://twitter.com/mrwayneoldfield,2020-10-29 15:55:32,https://twitter.com/i/web/status/1321692124006346752,@AilsaRayner @ozprodcom @ScottMorrisonMP ‘To be advised’ will it be a bit like this?  https://t.co/pk9pyHGV6E,neutral,0.01683,0.12399,0.85918,,,,0,0,0,1321390475614384131
mental-health-availability-australia,GrahamHall_lung, https://twitter.com/GrahamHall_lung,2020-10-14 19:49:16,https://twitter.com/i/web/status/1316315124374798336,"RT @telethonkids: We were pleased to welcome the Hon Kim Beazley AC, Governor of Western Australia @GovHouseWA, to Telethon Kids this morni…",positive,0.81028,0.01308,0.17663,,,,0,0,0,1316277852594073601
mental-health-general-australia,jodiewillett, https://twitter.com/jodiewillett,2020-11-02 14:56:50,https://twitter.com/i/web/status/1323126902261862402,"@GregHuntMP The best things for mental health are outdoor exercise, human contact and meaningful work. Bit hard to get those in lock down with a devastated economy. Less programs and apps and more emphasis on things that matter thanks.",negative,0.00868,0.7664,0.22493,,,,0,0,0,1322747417545084928
mental-health-availability-australia,lucyin_the, https://twitter.com/lucyin_the,2020-10-27 08:34:04,https://twitter.com/i/web/status/1320856248141500416,RT @MillyMolly300: What utter rubbish @abcnews  Victoria now being 'envy of the world'? LOL It's tracing system is worst in Australia. More…,negative,0.00182,0.95317,0.04502,Victoria,,,0,0,0,1320836491988234243
mental-health-awareness-australia,CatBat_17, https://twitter.com/CatBat_17,2020-04-19 05:36:42,https://twitter.com/i/web/status/1251595529206685696,"RT @headspace_aus: We are here for young people during COVID-19. Young people can still seek support from us through our headspace centres,…",positive,0.50671,0.03109,0.4622,,,,0,0,0,1245614544879144960
mental-health-awareness-australia,CatBat_17, https://twitter.com/CatBat_17,2020-04-19 05:36:42,https://twitter.com/i/web/status/1251595529206685696,"RT @headspace_aus: We are here for young people during COVID-19. Young people can still seek support from us through our headspace centres,…",positive,0.50732,0.03099,0.46167,,,,0,0,0,1245614544879144960
mental-health-general-australia,BobBrace2, https://twitter.com/BobBrace2,2020-11-01 11:32:00,https://twitter.com/i/web/status/1322712967440297984,RT @jaquix173: Today:   Victoria announces $45m for a big program to get kids active in sport and outdoor activities. ✅✅✅ Morrison announce…,positive,0.55316,0.04406,0.40278,Queensland,,,0,0,0,1322683739604881408
