tweet_topic,user_id,user_URL,created_at,URL,tweet_text,sentiment,pos_possibility,neg_possibility,neu_possibility,state,gender,age
mental-health-availability-australia,JackHigh4, https://twitter.com/JackHigh4,2020-08-24 13:53:31,https://twitter.com/i/web/status/1297894813740625921,RT @elisereports: Tonight on @4corners we speak to some incredibly brave families who want you to see their faces and hear their experience…,positive,0.96468,0.00201,0.03331,New South Wales,Female,(25-32)
mental-health-availability-australia,leigh_morpeth, https://twitter.com/leigh_morpeth,2020-08-25 00:31:30,https://twitter.com/i/web/status/1298055365817319424,2. We should surely have a discussion about this in Australia. Anyone know who the minister with responsibility for mental health?  Poor wife &amp; children.   3. Why are there gaps in our system #auspol   4. Suggestion it’s a state matter. Ok.   #FourCorners #Mentalhealth,negative,0.01133,0.67108,0.31759,Queensland,Male,(38-43)
mental-health-availability-australia,WellsWellskm, https://twitter.com/WellsWellskm,2020-08-24 10:38:08,https://twitter.com/i/web/status/1297845641494724608,"RT @neighbour_s: Families who’ve suffered the tragic consequences of Australia’s broken mental health system tell their stories, in ‘Please…",positive,0.48968,0.06535,0.44497,Victoria,Male,(25-32)
mental-health-awareness-australia,WellsWellskm, https://twitter.com/WellsWellskm,2020-08-26 11:43:13,https://twitter.com/i/web/status/1298586796452765696,"RT @SBSNews: If you or someone you know is impacted by sexual assault, family or domestic violence, call 1800RESPECT on 1800 737 732 or vis…",neutral,0.28869,0.13068,0.58063,Victoria,Male,(25-32)
mental-health-awareness-australia,BruhnRose, https://twitter.com/BruhnRose,2020-08-26 12:43:33,https://twitter.com/i/web/status/1298601979699109889,"RT @SBSNews: If you or someone you know is impacted by sexual assault, family or domestic violence, call 1800RESPECT on 1800 737 732 or vis…",neutral,0.28869,0.13068,0.58063,,Male,(38-43)
mental-health-awareness-australia,EarthDigita, https://twitter.com/EarthDigita,2020-08-09 21:06:30,https://twitter.com/i/web/status/1292567956178657280,RT @elyasgarad: There is no shame in admitting you are not coping right now None of us have experienced this level of unpredictability and…,negative,0.19543,0.47803,0.32666,New South Wales,Female,(48-53)
mental-health-awareness-australia,EarthDigita, https://twitter.com/EarthDigita,2020-08-09 21:06:30,https://twitter.com/i/web/status/1292567956178657280,RT @elyasgarad: There is no shame in admitting you are not coping right now None of us have experienced this level of unpredictability and…,negative,0.19622,0.47644,0.32734,New South Wales,Female,(48-53)
mental-health-availability-australia,guytaur, https://twitter.com/guytaur,2020-08-22 01:31:03,https://twitter.com/i/web/status/1296983188586156034,RT @elisereports: Monday on @4corners: brave families from across the country speak out for our months long investigation into Australia's…,positive,0.74318,0.01353,0.24329,New South Wales,Male,(38-43)
mental-health-recognition-australia,Trinity_Aus, https://twitter.com/Trinity_Aus,2020-08-31 02:15:03,https://twitter.com/i/web/status/1300255752532025344,#DictatorDan is pushing back his roadmap out of lockdown until *after* the day of protests...he will likely use the protest as a reason to indefinitely keep Victoria a free- range prison &amp; causing further divide bwtn the awake &amp; sleeping ppl https://t.co/gdW5rP5z90,negative,0.00567,0.83528,0.15905,Victoria,Female,(15-20)
mental-health-general-australia,CycloneLizzy, https://twitter.com/CycloneLizzy,2020-08-27 05:31:24,https://twitter.com/i/web/status/1298855615071055872,"RT @NACCHOAustralia: Mental health, suicide prevention remain high priorities! @healthgovau is providing 10 additional Medicare subsidised…",neutral,0.17828,0.11645,0.70527,Victoria,Female,(25-32)
mental-health-availability-australia,zhalli1, https://twitter.com/zhalli1,2020-08-24 11:26:01,https://twitter.com/i/web/status/1297857691059015680,"RT @L_persevere: Aged care, disability and mental health. Woefully underfunded and full of systemic failures. Carers as usual bare the resp…",negative,0.00446,0.88372,0.11182,,Female,(38-43)
mental-health-availability-australia,steve_happ, https://twitter.com/steve_happ,2020-08-25 06:20:09,https://twitter.com/i/web/status/1298143107616108545,RT @MadFckingWitch: A. Several companies in AUS including Beyond Blue &amp; RUOK receive the lion’s share of mental health funding outside hosp…,neutral,0.05016,0.45314,0.4967,New South Wales,Female,(8-12)
mental-health-availability-australia,MarieCo92176893, https://twitter.com/MarieCo92176893,2020-08-25 01:48:49,https://twitter.com/i/web/status/1298074823948554240,RT @MadFckingWitch: A. Several companies in AUS including Beyond Blue &amp; RUOK receive the lion’s share of mental health funding outside hosp…,neutral,0.05016,0.45314,0.4967,ACT,Female,(25-32)
mental-health-awareness-australia,MarieCo92176893, https://twitter.com/MarieCo92176893,2020-08-27 03:36:34,https://twitter.com/i/web/status/1298826713481109509,RT @bhakthi: Helplines are real and useful:  Lifeline on 13 11 14 Beyond Blue on 1300 224 636 MensLine Australia on 1300 789 978 Suicide Ca…,positive,0.64752,0.05791,0.29457,ACT,Female,(25-32)
mental-health-awareness-australia,DeNewJohn, https://twitter.com/DeNewJohn,2020-08-30 21:51:47,https://twitter.com/i/web/status/1300189497146048513,"RT @healthgovau: Keeping a healthy routine, staying engaged and continuing to look forward are all ways to support your mental health durin…",positive,0.87321,0.00626,0.12053,Victoria,Male,(38-43)
mental-health-digital-australia,DeNewJohn, https://twitter.com/DeNewJohn,2020-08-30 21:51:47,https://twitter.com/i/web/status/1300189497146048513,"RT @healthgovau: Keeping a healthy routine, staying engaged and continuing to look forward are all ways to support your mental health durin…",positive,0.87321,0.00626,0.12053,Victoria,Male,(38-43)
mental-health-general-australia,DeNewJohn, https://twitter.com/DeNewJohn,2020-08-30 21:51:47,https://twitter.com/i/web/status/1300189497146048513,"RT @healthgovau: Keeping a healthy routine, staying engaged and continuing to look forward are all ways to support your mental health durin…",positive,0.87321,0.00626,0.12053,Victoria,Male,(38-43)
mental-health-awareness-australia,Pammieoz, https://twitter.com/Pammieoz,2020-07-28 14:00:18,https://twitter.com/i/web/status/1288112045028646912,"RT @JuliaGillard: At a time when people are self-isolating and working from home, it can help to stay connected. The Beyond Blue discussion…",positive,0.7207,0.00938,0.26978,Victoria,Female,(38-43)
mental-health-awareness-australia,Pammieoz, https://twitter.com/Pammieoz,2020-07-28 14:00:18,https://twitter.com/i/web/status/1288112045028646912,"RT @JuliaGillard: At a time when people are self-isolating and working from home, it can help to stay connected. The Beyond Blue discussion…",positive,0.72085,0.00937,0.26979,Victoria,Female,(38-43)
mental-health-recognition-australia,GoldSuzie, https://twitter.com/GoldSuzie,2020-08-26 10:26:09,https://twitter.com/i/web/status/1298567401064169472,"RT @PplJustLikeUs: Secrets+lies ABF commissioner told Senate’s committee he planned to house 250 immi detainees, at over $55m on #Christmas…",negative,0.035,0.55125,0.41375,,Male,(25-32)
mental-health-general-australia,stelladevulder, https://twitter.com/stelladevulder,2020-08-27 00:22:57,https://twitter.com/i/web/status/1298777989459529738,RT @johno0910: Quiz of the day: which of the following sectors R going well: 1 aged care; 2 disability care; 3 mental health; 4 indigenous…,neutral,0.03097,0.21972,0.74931,New South Wales,Female,(38-43)
mental-health-general-australia,stephenjduckett, https://twitter.com/stephenjduckett,2019-01-02 01:33:44,https://twitter.com/i/web/status/1080275918914912256,RT @PatMcGorry: The impact of immigration detention on mental health: a systematic review | BMC Psychiatry | Full Text ⁦@billshortenmp⁩ ⁦@S…,neutral,0.19304,0.15444,0.65252,,,
mental-health-availability-australia,KooriMailSport, https://twitter.com/KooriMailSport,2020-08-20 04:03:46,https://twitter.com/i/web/status/1296296845715468288,RT @NRL: Greg Inglis launches the Goanna Academy 👏  The #NRL legend joins @NRLcom reporter @ZacBailey14 to discuss the launch of the mental…,positive,0.54483,0.02419,0.43097,,,
mental-health-awareness-australia,AFCA_org_au, https://twitter.com/AFCA_org_au,2020-08-31 22:49:07,https://twitter.com/i/web/status/1300566315548065792,"RT @georgie_harman: @beyondblue and @FCAupdate have partnered on #MoneyOnYourMind. If your financial situation is a source of stress, call…",neutral,0.16018,0.09778,0.74204,,,
mental-health-awareness-australia,AFCA_org_au, https://twitter.com/AFCA_org_au,2020-09-01 00:29:50,https://twitter.com/i/web/status/1300591661693562882,"RT @FCAupdate: We've partnered with @beyondblue to highlight the link between mental and financial wellbeing, and what financial counsellin…",positive,0.53354,0.02243,0.44403,,,
mental-health-awareness-australia,AFCA_org_au, https://twitter.com/AFCA_org_au,2020-09-01 02:17:03,https://twitter.com/i/web/status/1300618644800462848,"@FCAupdate and @beyondblue launched the Money on Your Mind campaign today, to support people experiencing financial stress and mental health issues. To find out more or for financial wellbeing support, visit: https://t.co/lauUhqfXXt https://t.co/BxbDwD2Pkf",positive,0.68891,0.02804,0.28305,,,
mental-health-awareness-australia,AFCA_org_au, https://twitter.com/AFCA_org_au,2020-09-01 23:00:26,https://twitter.com/i/web/status/1300931550213599232,RT @fincapau: It’s never too early or too late to take control of your money and @FCAupdate and @beyondblue have partnered to highlight the…,positive,0.92554,0.00486,0.0696,,,
mental-health-awareness-australia,MindframeMedia, https://twitter.com/MindframeMedia,2020-08-31 05:34:28,https://twitter.com/i/web/status/1300305935613730816,"As coverage surrounding #COVID19Aus continues, a reminder to Australian #media to include help-seeking information in related coverage including @beyondblue's 24/7 free Coronavirus Mental Wellbeing Support Service. Learn more: https://t.co/wkVuOlbfAR https://t.co/8EAWeDmW70",neutral,0.19345,0.20617,0.60038,,,
mental-health-availability-australia,AmandaLNeil, https://twitter.com/AmandaLNeil,2020-08-28 01:23:34,https://twitter.com/i/web/status/1299155631845175296,RT @EmbraceMultiMH: The @NMHC has translated its top ten mental health tips on how best to deal with the coronavirus pandemic into five lan…,neutral,0.14509,0.11099,0.74392,Tasmania,,
mental-health-awareness-australia,AmandaLNeil, https://twitter.com/AmandaLNeil,2020-09-01 09:16:40,https://twitter.com/i/web/status/1300724244964237313,RT @1800RESPECT: The #1800RESPECT Disability Support Toolkit it now online. It provides resources for frontline professionals supporting pe…,positive,0.58731,0.03062,0.38206,Tasmania,,
mental-health-availability-australia,AmandaLNeil, https://twitter.com/AmandaLNeil,2020-09-01 20:47:46,https://twitter.com/i/web/status/1300898163906064385,RT @SosoAllan: I’d like to start informally mentoring a few ppl with #LivedExperience of mental health issues who want to become clinical p…,neutral,0.37056,0.05598,0.57346,Tasmania,,
mental-health-general-australia,noddy61noddy, https://twitter.com/noddy61noddy,2020-09-01 10:00:00,https://twitter.com/i/web/status/1300735146446876672,"Can we stop @JoshFrydenberg and @GregHuntMP returning to Vic by closing the #border ? Their lack of accountability and positivity is contagious and a goddamn Public Mental Health risk. With that sorted, we can get on with finishing this lockdown in peace. #auspol #vicpol",negative,0.0032,0.92327,0.07352,,,
mental-health-general-australia,travellator2, https://twitter.com/travellator2,2020-09-02 11:38:29,https://twitter.com/i/web/status/1301122320422100994,RT @sasmoa4doctors: As we leave to go home tonight there are 41 (yes 41) mental health patients in the metro SA EDs. This is criminal. The…,negative,0.01929,0.73831,0.24239,Victoria,,
mental-health-awareness-australia,3matescan, https://twitter.com/3matescan,2020-09-01 10:52:17,https://twitter.com/i/web/status/1300748307161997313,"These are tough times but there is never, ever any defence for committing acts of domestic violence.   It’s not too late to get help. You can change!   https://t.co/G0WjFviBkD  https://t.co/xNaByJ2jRg  https://t.co/m1VjYGRbuG",positive,0.57377,0.06151,0.36471,,,
mental-health-availability-australia,PREMISE_CRE, https://twitter.com/PREMISE_CRE,2020-08-25 21:18:15,https://twitter.com/i/web/status/1298369121277456384,"RT @orygen_aus: WATCH | Orygen executive director, Professor Patrick McGorry appeared on an important and powerful episode of Four Corners…",positive,0.95203,0.00282,0.04515,,,
mental-health-availability-australia,PREMISE_CRE, https://twitter.com/PREMISE_CRE,2020-08-25 21:26:20,https://twitter.com/i/web/status/1298371156043378688,RT @elisereports: Tonight on @4corners we speak to some incredibly brave families who want you to see their faces and hear their experience…,positive,0.96468,0.00201,0.03331,,,
mental-health-awareness-australia,PREMISE_CRE, https://twitter.com/PREMISE_CRE,2020-08-31 05:38:21,https://twitter.com/i/web/status/1300306912215359488,"RT @blackdoginst: Some very important tips for our friends in Victoria, and other small things we can all do to keep on top of our mental h…",positive,0.90421,0.00634,0.08944,,,
mental-health-awareness-australia,PREMISE_CRE, https://twitter.com/PREMISE_CRE,2020-09-02 09:24:09,https://twitter.com/i/web/status/1301088515564826624,RT @blackdoginst: Our free webinars give you access to mental health education wherever you are. See the schedule we'll be running througho…,positive,0.78512,0.01414,0.20074,,,
mental-health-availability-australia,djrogerramjet, https://twitter.com/djrogerramjet,2020-08-22 02:55:25,https://twitter.com/i/web/status/1297004418307469314,RT @elisereports: Monday on @4corners: brave families from across the country speak out for our months long investigation into Australia's…,positive,0.74318,0.01353,0.24329,Victoria,,
mental-health-general-australia,SeeingWithStars, https://twitter.com/SeeingWithStars,2020-08-25 01:08:58,https://twitter.com/i/web/status/1298064794956644352,Mercury and Sun in Virgo is a great time to boost resources for mental health @DanielAndrewsMP @ScottMorrisonMP https://t.co/8iLyBhsxT5,positive,0.97394,0.00192,0.02415,Victoria,,
mental-health-availability-australia,Morgan74213373, https://twitter.com/Morgan74213373,2020-08-25 23:02:47,https://twitter.com/i/web/status/1298395426609958912,@VicGovDHHS Source https://t.co/XU2ip1AVGJ,neutral,0.04071,0.18437,0.77492,,,
mental-health-awareness-australia,Naomi55505271, https://twitter.com/Naomi55505271,2020-08-20 11:40:19,https://twitter.com/i/web/status/1296411740528357377,RT @MensLine_Aus: MensLine Australia is a free online and phone counselling service for men with emotional health and relationship concerns…,neutral,0.45725,0.07619,0.46656,,,
mental-health-availability-australia,annncarter, https://twitter.com/annncarter,2020-08-24 13:41:18,https://twitter.com/i/web/status/1297891738854416386,RT @elisereports: Tonight on @4corners we speak to some incredibly brave families who want you to see their faces and hear their experience…,positive,0.96468,0.00201,0.03331,,,
mental-health-availability-australia,Margare37237673, https://twitter.com/Margare37237673,2020-08-26 08:31:18,https://twitter.com/i/web/status/1298538499730112512,RT @MadFckingWitch: A. Several companies in AUS including Beyond Blue &amp; RUOK receive the lion’s share of mental health funding outside hosp…,neutral,0.05016,0.45314,0.4967,Western Australia,,
mental-health-general-australia,JasonTrethowan, https://twitter.com/JasonTrethowan,2020-08-25 22:11:56,https://twitter.com/i/web/status/1298382628265984000,RT @GregHuntMP: COVID-19 restrictions can be tough on mental health.   That’s why the Morrison Government has: •         extended telehealt…,neutral,0.36324,0.0601,0.57666,,,
mental-health-awareness-australia,ItsJohnValk, https://twitter.com/ItsJohnValk,2020-07-09 12:00:55,https://twitter.com/i/web/status/1281196634257293312,"RT @shoot_da_spruik: @DFA_Analyst @AvidCommentator @RobbieBarwick  If you are struggling, you are not alone. Pls call Lifeline 13 11 14 Kid…",neutral,0.41331,0.10551,0.48118,,,
mental-health-awareness-australia,ItsJohnValk, https://twitter.com/ItsJohnValk,2020-07-09 12:00:55,https://twitter.com/i/web/status/1281196634257293312,"RT @shoot_da_spruik: @DFA_Analyst @AvidCommentator @RobbieBarwick  If you are struggling, you are not alone. Pls call Lifeline 13 11 14 Kid…",neutral,0.41333,0.10553,0.4812,,,
mental-health-awareness-australia,FrancesMcguffie, https://twitter.com/FrancesMcguffie,2020-08-31 09:44:10,https://twitter.com/i/web/status/1300368774961405952,"RT @1800RESPECT: In Australia, around 1 in 3 women has experienced physical #violence, and almost 1 in 5 has experienced sexual violence si…",neutral,0.11349,0.1623,0.72421,,,
