tweet_topic,user_id,user_URL,created_at,URL,tweet_text,sentiment,state,gender,age
mental-health-general-australia,sydnets, https://twitter.com/sydnets,2020-07-08 20:23:34,https://twitter.com/i/web/status/1280960741390991360,RT @ian_hickie: Melbourne's second lockdown sparks mental health fears https://t.co/suS4bs753Y via @SBSNews @BrainMind_Usyd @Sydney_Uni @Pa…,negative,New South Wales,Female,(8-12)
mental-health-awareness-australia,kazminka, https://twitter.com/kazminka,2020-07-07 09:15:18,https://twitter.com/i/web/status/1280430180327059456,"RT @sophiescott2: Thoughts are with everyone in Victoria. If you are struggling, you are not alone. Pls call  Lifeline 13 11 14 Kids Helpli…",negative,Victoria,Female,(38-43)
mental-health-awareness-australia,kazminka, https://twitter.com/kazminka,2020-07-07 09:16:28,https://twitter.com/i/web/status/1280430472762281987,RT @Mary__Darly: @Biohazard_Hood @LoL_Ailias @sophiescott2 @AmyRemeikis Reach out have put a list together of online counselling services…,neutral,Victoria,Female,(38-43)
mental-health-awareness-australia,kazminka, https://twitter.com/kazminka,2020-07-09 00:34:37,https://twitter.com/i/web/status/1281023918417928194,"RT @beyondblue: As lockdown restrictions continue to fluctuate, you might be feeling unsettled or anxious about what this means for you or…",negative,Victoria,Female,(38-43)
mental-health-awareness-australia,nicolasnicola22, https://twitter.com/nicolasnicola22,2020-07-09 04:43:18,https://twitter.com/i/web/status/1281086504173891587,RT @BlakandBlack: @WgarNews @FrostWolfLost @twtrrr @rjstrikers @AnimaeOK @lynlinking @CartwheelPrint @GerryGeorgatos @NspTrp @NatIndigTimes…,positive,New South Wales,Male,(25-32)
mental-health-awareness-australia,LennaLeprena, https://twitter.com/LennaLeprena,2020-07-08 10:12:11,https://twitter.com/i/web/status/1280806880663662593,RT @WgarNews: @FrostWolfLost @twtrrr @rjstrikers @AnimaeOK @BlakandBlack @lynlinking @CartwheelPrint @GerryGeorgatos @NspTrp @NatIndigTimes…,positive,Tasmania,Female,(48-53)
mental-health-awareness-australia,nic_goodfellow, https://twitter.com/nic_goodfellow,2020-07-07 06:33:00,https://twitter.com/i/web/status/1280389335812960256,"RT @sophiescott2: Thoughts are with everyone in Victoria. If you are struggling, you are not alone. Pls call  Lifeline 13 11 14 Kids Helpli…",negative,Victoria,Female,(25-32)
mental-health-awareness-australia,MikeHaydon, https://twitter.com/MikeHaydon,2020-07-09 09:23:42,https://twitter.com/i/web/status/1281157066766209025,"RT @shoot_da_spruik: @DFA_Analyst @AvidCommentator @RobbieBarwick  If you are struggling, you are not alone. Pls call Lifeline 13 11 14 Kid…",neutral,Western Australia,Female,(60-100)
mental-health-awareness-australia,L_DeWeaver, https://twitter.com/L_DeWeaver,2020-07-09 01:59:24,https://twitter.com/i/web/status/1281045255232446464,RT @BlakandBlack: @WgarNews @FrostWolfLost @twtrrr @rjstrikers @AnimaeOK @lynlinking @CartwheelPrint @GerryGeorgatos @NspTrp @NatIndigTimes…,positive,New South Wales,Female,(38-43)
mental-health-general-australia,rubin_angela, https://twitter.com/rubin_angela,2020-07-07 01:37:41,https://twitter.com/i/web/status/1280315015724060673,RT @healthgovau: The impacts of coronavirus are tough and can impact our mental health. We need to make sure we look after ourselves and se…,neutral,Queensland,Female,(60-100)
mental-health-awareness-australia,rubin_angela, https://twitter.com/rubin_angela,2020-07-07 11:11:25,https://twitter.com/i/web/status/1280459399950000128,"RT @_jacobshields: A timely reminder that if you're struggling, you're not alone and there are people who can help.  Lifeline: 13 11 14 Kid…",positive,Queensland,Female,(60-100)
mental-health-general-australia,rubin_angela, https://twitter.com/rubin_angela,2020-07-09 01:42:15,https://twitter.com/i/web/status/1281040938677100544,"@BraybrookA @TraceySpicer Sorry to read of your anxiety...There’s much kindness, respect &amp; understanding on Twitter..🌺🌻🙏🏼💐🌸🌼🌻🙏🏼💐🌸🌼🌺",positive,Queensland,Female,(60-100)
mental-health-awareness-australia,JackieHansard, https://twitter.com/JackieHansard,2020-07-07 07:11:58,https://twitter.com/i/web/status/1280399139440738304,"RT @sophiescott2: Thoughts are with everyone in Victoria. If you are struggling, you are not alone. Pls call  Lifeline 13 11 14 Kids Helpli…",negative,New South Wales,Female,(38-43)
mental-health-availability-australia,fatima_ishfaq, https://twitter.com/fatima_ishfaq,2020-05-26 01:26:34,https://twitter.com/i/web/status/1265091928623726592,RT @GregHuntMP: The Aust Govt is providing more than $20m additional funding for research to improve mental health care and reduce suicide…,positive,New South Wales,Female,(8-12)
mental-health-general-australia,fatima_ishfaq, https://twitter.com/fatima_ishfaq,2020-05-26 01:26:34,https://twitter.com/i/web/status/1265091928623726592,RT @GregHuntMP: The Aust Govt is providing more than $20m additional funding for research to improve mental health care and reduce suicide…,positive,New South Wales,Female,(8-12)
mental-health-awareness-australia,blue_bec, https://twitter.com/blue_bec,2020-07-06 07:07:33,https://twitter.com/i/web/status/1280035640579461120,"RT @riserefugee: Message to eX-detainee members,  Public housing flats lockdown news may trigger you   If you or anyone you know needs help…",negative,Victoria,Male,(48-53)
mental-health-awareness-australia,PMChabrel, https://twitter.com/PMChabrel,2020-07-07 06:37:05,https://twitter.com/i/web/status/1280390360309485568,"RT @sophiescott2: Thoughts are with everyone in Victoria. If you are struggling, you are not alone. Pls call  Lifeline 13 11 14 Kids Helpli…",negative,South Australia,Female,(25-32)
mental-health-awareness-australia,Dehler45, https://twitter.com/Dehler45,2020-07-07 23:23:28,https://twitter.com/i/web/status/1280643627866177536,"RT @_jacobshields: A timely reminder that if you're struggling, you're not alone and there are people who can help.  Lifeline: 13 11 14 Kid…",positive,New South Wales,Female,(25-32)
mental-health-availability-australia,Aimdiddles, https://twitter.com/Aimdiddles,2020-07-07 14:13:35,https://twitter.com/i/web/status/1280505242308747268,RT @RARepAustraliaE: A summary of some of the mental health services available across Australia. Never be afraid to reach out or seek help…,positive,,Male,(25-32)
mental-health-awareness-australia,DXPetti, https://twitter.com/DXPetti,2020-07-07 06:35:28,https://twitter.com/i/web/status/1280389956465078274,"RT @sophiescott2: Thoughts are with everyone in Victoria. If you are struggling, you are not alone. Pls call  Lifeline 13 11 14 Kids Helpli…",negative,Victoria,Male,(38-43)
mental-health-awareness-australia,danielle_binks, https://twitter.com/danielle_binks,2020-07-07 08:43:24,https://twitter.com/i/web/status/1280422148767510528,"RT @sophiescott2: Thoughts are with everyone in Victoria. If you are struggling, you are not alone. Pls call  Lifeline 13 11 14 Kids Helpli…",negative,Victoria,Female,(0-2)
mental-health-awareness-australia,danielle_binks, https://twitter.com/danielle_binks,2020-07-07 11:55:11,https://twitter.com/i/web/status/1280470415228329984,RT @nadinevoncohen: FUCK YEAH VICTORIANS IF YOU'RE STRUGGLING MENTALLY / MONEYLY / IN A HARMFUL LIVNG SITUATION PLEASE CALL A FRIEND OR THE…,negative,Victoria,Female,(0-2)
mental-health-awareness-australia,WellsWellskm, https://twitter.com/WellsWellskm,2020-07-08 10:35:25,https://twitter.com/i/web/status/1280812729293369345,RT @rjstrikers: @WgarNews @AnimaeOK @BlakandBlack @lynlinking @twtrrr @CartwheelPrint @GerryGeorgatos @NspTrp @NatIndigTimes @WhteRbbnAdvoc…,positive,Victoria,Male,(25-32)
mental-health-awareness-australia,Monica_Farrow, https://twitter.com/Monica_Farrow,2020-07-05 23:18:26,https://twitter.com/i/web/status/1279917584561782785,RT @healthgovau: It’s okay to feel overwhelmed in uncertain times. If you need some extra mental health information and support during this…,positive,Queensland,Female,(25-32)
mental-health-digital-australia,Monica_Farrow, https://twitter.com/Monica_Farrow,2020-07-05 23:18:26,https://twitter.com/i/web/status/1279917584561782785,RT @healthgovau: It’s okay to feel overwhelmed in uncertain times. If you need some extra mental health information and support during this…,positive,Queensland,Female,(25-32)
mental-health-general-australia,Monica_Farrow, https://twitter.com/Monica_Farrow,2020-07-05 23:18:26,https://twitter.com/i/web/status/1279917584561782785,RT @healthgovau: It’s okay to feel overwhelmed in uncertain times. If you need some extra mental health information and support during this…,positive,Queensland,Female,(25-32)
mental-health-awareness-australia,Monica_Farrow, https://twitter.com/Monica_Farrow,2020-07-08 05:41:23,https://twitter.com/i/web/status/1280738731759042560,"RT @beyondblue: As lockdown restrictions continue to fluctuate, you might be feeling unsettled or anxious about what this means for you or…",negative,Queensland,Female,(25-32)
mental-health-awareness-australia,_Bato_, https://twitter.com/_Bato_,2020-07-07 06:22:39,https://twitter.com/i/web/status/1280386731779297281,"RT @sophiescott2: Thoughts are with everyone in Victoria. If you are struggling, you are not alone. Pls call  Lifeline 13 11 14 Kids Helpli…",negative,New South Wales,Female,(38-43)
mental-health-awareness-australia,MarieCo92176893, https://twitter.com/MarieCo92176893,2020-07-07 06:54:59,https://twitter.com/i/web/status/1280394867818942467,"RT @sophiescott2: Thoughts are with everyone in Victoria. If you are struggling, you are not alone. Pls call  Lifeline 13 11 14 Kids Helpli…",negative,ACT,Female,(25-32)
mental-health-awareness-australia,maxwalden_, https://twitter.com/maxwalden_,2020-07-07 06:30:35,https://twitter.com/i/web/status/1280388725516582914,"RT @_jacobshields: A timely reminder that if you're struggling, you're not alone and there are people who can help.  Lifeline: 13 11 14 Kid…",positive,Victoria,Female,(38-43)
mental-health-awareness-australia,maxwalden_, https://twitter.com/maxwalden_,2020-07-09 02:23:33,https://twitter.com/i/web/status/1281051332921573377,RT @PercyKaren: Got the lockdown blues? Is the pandemic causing panic? I have some tips &amp; tools to help you deal with any anxiety you might…,positive,Victoria,Female,(38-43)
mental-health-recognition-australia,maxwalden_, https://twitter.com/maxwalden_,2020-07-09 02:23:33,https://twitter.com/i/web/status/1281051332921573377,RT @PercyKaren: Got the lockdown blues? Is the pandemic causing panic? I have some tips &amp; tools to help you deal with any anxiety you might…,positive,Victoria,Female,(38-43)
mental-health-general-australia,PaulHenry524, https://twitter.com/PaulHenry524,2020-06-30 08:47:27,https://twitter.com/i/web/status/1277886454232788993,"RT @WilmaSlurrie: 👇 @GregHuntMP, what’s your response? Nothing? Not a word? No smarmy talking point about how you understand mental health?…",negative,New South Wales,Male,(38-43)
mental-health-recognition-australia,devalara44, https://twitter.com/devalara44,2020-07-09 02:53:51,https://twitter.com/i/web/status/1281058957373497344,RT @PercyKaren: Got the lockdown blues? Is the pandemic causing panic? I have some tips &amp; tools to help you deal with any anxiety you might…,positive,,Female,(38-43)
mental-health-awareness-australia,NerdNeuro, https://twitter.com/NerdNeuro,2020-07-07 06:22:27,https://twitter.com/i/web/status/1280386680357154819,"RT @sophiescott2: Thoughts are with everyone in Victoria. If you are struggling, you are not alone. Pls call  Lifeline 13 11 14 Kids Helpli…",negative,Victoria,Male,(38-43)
mental-health-awareness-australia,genomematt, https://twitter.com/genomematt,2020-07-07 07:30:44,https://twitter.com/i/web/status/1280403865263697920,"RT @sophiescott2: Thoughts are with everyone in Victoria. If you are struggling, you are not alone. Pls call  Lifeline 13 11 14 Kids Helpli…",negative,Victoria,Female,(25-32)
mental-health-awareness-australia,genomematt, https://twitter.com/genomematt,2020-07-07 22:39:19,https://twitter.com/i/web/status/1280632515904958464,"I got you, babe #Melbourne   Lifeline 13 11 14 Kids Helpline 1800 551 800 MensLine Australia 1300 789 978 Suicide Call Back Service 1300 659 467 Beyond Blue 1300 22 46 36 Headspace 1800 650 890 QLife 1800 184 527 https://t.co/NTDdccgecZ",negative,Victoria,Female,(25-32)
mental-health-awareness-australia,genomematt, https://twitter.com/genomematt,2020-07-08 21:30:42,https://twitter.com/i/web/status/1280977635074437120,"RT @genomematt: I got you, babe #Melbourne   Lifeline 13 11 14 Kids Helpline 1800 551 800 MensLine Australia 1300 789 978 Suicide Call Back…",neutral,Victoria,Female,(25-32)
mental-health-availability-australia,genomematt, https://twitter.com/genomematt,2020-07-09 02:46:33,https://twitter.com/i/web/status/1281057121220440064,RT @RACGPPresident: Victorians I know this won't be an easy six weeks for you. Remember that if you have any concerns about your mental hea…,neutral,Victoria,Female,(25-32)
mental-health-availability-australia,01000011CS, https://twitter.com/01000011CS,2020-07-07 09:51:53,https://twitter.com/i/web/status/1280439384429391872,RT @lynlinking: @BlakandBlack @WgarNews @twtrrr @CartwheelPrint @GerryGeorgatos @NspTrp @NatIndigTimes @WhteRbbnAdvocat @AnimaeOK @RachelQu…,positive,Queensland,Female,(38-43)
mental-health-awareness-australia,01000011CS, https://twitter.com/01000011CS,2020-07-08 10:32:22,https://twitter.com/i/web/status/1280811961903505409,RT @WgarNews: @FrostWolfLost @twtrrr @rjstrikers @AnimaeOK @BlakandBlack @lynlinking @CartwheelPrint @GerryGeorgatos @NspTrp @NatIndigTimes…,positive,Queensland,Female,(38-43)
mental-health-awareness-australia,Munchbott, https://twitter.com/Munchbott,2020-07-07 06:47:39,https://twitter.com/i/web/status/1280393019804401664,"RT @sophiescott2: Thoughts are with everyone in Victoria. If you are struggling, you are not alone. Pls call  Lifeline 13 11 14 Kids Helpli…",negative,Victoria,,
mental-health-awareness-australia,AmandaLNeil, https://twitter.com/AmandaLNeil,2020-06-30 11:56:32,https://twitter.com/i/web/status/1277934037445668866,"RT @beyondblue: For those who experience symptoms of social anxiety, the lockdown period may have introduced a healthy limit on daily face-…",neutral,Tasmania,,
mental-health-availability-australia,AmandaLNeil, https://twitter.com/AmandaLNeil,2020-07-09 09:48:35,https://twitter.com/i/web/status/1281163330770501633,RT @RACGPPresident: Victorians I know this won't be an easy six weeks for you. Remember that if you have any concerns about your mental hea…,neutral,Tasmania,,
mental-health-awareness-australia,latrobecity, https://twitter.com/latrobecity,2020-07-02 23:33:03,https://twitter.com/i/web/status/1278834097649881088,RT @VicGovDHHS: The #coronavirus situation in Victoria can cause worry and anxiety. Find ways to share positive and hopeful stories with ot…,positive,Victoria,,
mental-health-digital-australia,latrobecity, https://twitter.com/latrobecity,2020-07-02 23:33:03,https://twitter.com/i/web/status/1278834097649881088,RT @VicGovDHHS: The #coronavirus situation in Victoria can cause worry and anxiety. Find ways to share positive and hopeful stories with ot…,positive,Victoria,,
mental-health-general-australia,latrobecity, https://twitter.com/latrobecity,2020-07-02 23:33:03,https://twitter.com/i/web/status/1278834097649881088,RT @VicGovDHHS: The #coronavirus situation in Victoria can cause worry and anxiety. Find ways to share positive and hopeful stories with ot…,positive,Victoria,,
mental-health-awareness-australia,latrobecity, https://twitter.com/latrobecity,2020-07-08 07:10:11,https://twitter.com/i/web/status/1280761081296678912,"RT @healthgovau: Localised lock downs are limiting social interaction. This is a temporary measure, but it’s important to take care of your…",negative,Victoria,,
mental-health-digital-australia,latrobecity, https://twitter.com/latrobecity,2020-07-08 07:10:11,https://twitter.com/i/web/status/1280761081296678912,"RT @healthgovau: Localised lock downs are limiting social interaction. This is a temporary measure, but it’s important to take care of your…",negative,Victoria,,
mental-health-general-australia,latrobecity, https://twitter.com/latrobecity,2020-07-08 07:10:11,https://twitter.com/i/web/status/1280761081296678912,"RT @healthgovau: Localised lock downs are limiting social interaction. This is a temporary measure, but it’s important to take care of your…",negative,Victoria,,
mental-health-awareness-australia,jaquix173, https://twitter.com/jaquix173,2020-07-07 11:54:50,https://twitter.com/i/web/status/1280470327982579713,"RT @_jacobshields: A timely reminder that if you're struggling, you're not alone and there are people who can help.  Lifeline: 13 11 14 Kid…",positive,Queensland,,
mental-health-availability-australia,CottonPru, https://twitter.com/CottonPru,2020-07-07 13:07:21,https://twitter.com/i/web/status/1280488577869074432,RT @RACGPPresident: Victorians I know this won't be an easy six weeks for you. Remember that if you have any concerns about your mental hea…,neutral,Tasmania,,
mental-health-awareness-australia,mackaysuzie, https://twitter.com/mackaysuzie,2020-07-07 12:44:46,https://twitter.com/i/web/status/1280482893341454336,"RT @paul4frankston: A friendly reminder that there is always help, just a phone call away.  Lifeline: 13 11 14 Kids Helpline: 1800 551 800…",positive,Queensland,,
mental-health-awareness-australia,jo_mercuri, https://twitter.com/jo_mercuri,2020-07-07 10:07:00,https://twitter.com/i/web/status/1280443189120258048,RT @nadinevoncohen: FUCK YEAH VICTORIANS IF YOU'RE STRUGGLING MENTALLY / MONEYLY / IN A HARMFUL LIVNG SITUATION PLEASE CALL A FRIEND OR THE…,negative,Victoria,,
mental-health-availability-australia,RNRos, https://twitter.com/RNRos,2020-07-08 05:08:07,https://twitter.com/i/web/status/1280730360595136512,RT @sarahsuttonpsyc: I've been involved with designing the model of care for the Adult Mental Health Centres across Australia - now it is y…,positive,New South Wales,,
mental-health-availability-australia,benetsc, https://twitter.com/benetsc,2020-07-07 22:33:31,https://twitter.com/i/web/status/1280631056077447168,RT @sarahsuttonpsyc: I've been involved with designing the model of care for the Adult Mental Health Centres across Australia - now it is y…,positive,ACT,,
mental-health-general-australia,LindaSoars, https://twitter.com/LindaSoars,2020-07-04 23:52:54,https://twitter.com/i/web/status/1279563868520411137,RT @PatMcGorry: We must flatten the mental health curve https://t.co/VgavzAPIDy via @newcastleherald @NMHC @GregHuntMP @ScottMorrisonMP @Gl…,positive,New South Wales,,
mental-health-awareness-australia,ThisiPhone1, https://twitter.com/ThisiPhone1,2020-07-07 12:35:11,https://twitter.com/i/web/status/1280480479087431680,"RT @sophiescott2: Thoughts are with everyone in Victoria. If you are struggling, you are not alone. Pls call  Lifeline 13 11 14 Kids Helpli…",negative,Victoria,,
mental-health-awareness-australia,ThisiPhone1, https://twitter.com/ThisiPhone1,2020-07-07 12:36:20,https://twitter.com/i/web/status/1280480771262656518,RT @nadinevoncohen: FUCK YEAH VICTORIANS IF YOU'RE STRUGGLING MENTALLY / MONEYLY / IN A HARMFUL LIVNG SITUATION PLEASE CALL A FRIEND OR THE…,negative,Victoria,,
mental-health-awareness-australia,ThisiPhone1, https://twitter.com/ThisiPhone1,2020-07-08 01:50:58,https://twitter.com/i/web/status/1280680745854316544,"RT @_jacobshields: A timely reminder that if you're struggling, you're not alone and there are people who can help.  Lifeline: 13 11 14 Kid…",positive,Victoria,,
mental-health-awareness-australia,CB_Somers, https://twitter.com/CB_Somers,2020-07-07 07:03:08,https://twitter.com/i/web/status/1280396918762336262,RT @nadinevoncohen: FUCK YEAH VICTORIANS IF YOU'RE STRUGGLING MENTALLY / MONEYLY / IN A HARMFUL LIVNG SITUATION PLEASE CALL A FRIEND OR THE…,negative,Victoria,,
mental-health-availability-australia,Anna_Ross_, https://twitter.com/Anna_Ross_,2020-05-26 04:01:08,https://twitter.com/i/web/status/1265130825772724231,RT @GregHuntMP: The Aust Govt is providing more than $20m additional funding for research to improve mental health care and reduce suicide…,positive,Victoria,,
mental-health-general-australia,Anna_Ross_, https://twitter.com/Anna_Ross_,2020-05-26 04:01:08,https://twitter.com/i/web/status/1265130825772724231,RT @GregHuntMP: The Aust Govt is providing more than $20m additional funding for research to improve mental health care and reduce suicide…,positive,Victoria,,
mental-health-general-australia,ian90915769, https://twitter.com/ian90915769,2020-07-06 12:51:53,https://twitter.com/i/web/status/1280122296154443777,Please Scott Morrison or someone tell Michael O’Brien to be positive and stop undermining Victorians wellbeing and positive attitude- the mental health of people to deal with this is being tested - we need confidence not snipping @RonniSalt @ScottMorrisonMP @michaelobrienmp,negative,Victoria,,
mental-health-general-australia,VaperNt, https://twitter.com/VaperNt,2020-07-01 23:02:41,https://twitter.com/i/web/status/1278464069960298496,RT @ATHRA_AU: Important new study from the UK confirms that #vaping is the most effective quitting method and could reduce health inequalit…,positive,Northern Territory,,
mental-health-awareness-australia,WithDownes, https://twitter.com/WithDownes,2020-07-07 07:56:10,https://twitter.com/i/web/status/1280410264332988417,"RT @sophiescott2: Thoughts are with everyone in Victoria. If you are struggling, you are not alone. Pls call  Lifeline 13 11 14 Kids Helpli…",negative,New South Wales,,
mental-health-awareness-australia,seasallen, https://twitter.com/seasallen,2020-07-07 11:59:24,https://twitter.com/i/web/status/1280471475237974016,"RT @_jacobshields: A timely reminder that if you're struggling, you're not alone and there are people who can help.  Lifeline: 13 11 14 Kid…",positive,New South Wales,,
mental-health-awareness-australia,equanimity500, https://twitter.com/equanimity500,2020-07-07 06:17:55,https://twitter.com/i/web/status/1280385538374004736,"RT @sophiescott2: Thoughts are with everyone in Victoria. If you are struggling, you are not alone. Pls call  Lifeline 13 11 14 Kids Helpli…",negative,New South Wales,,
mental-health-awareness-australia,AgathaFedrizzi, https://twitter.com/AgathaFedrizzi,2020-07-07 13:45:53,https://twitter.com/i/web/status/1280498275313950721,"RT @_jacobshields: A timely reminder that if you're struggling, you're not alone and there are people who can help.  Lifeline: 13 11 14 Kid…",positive,Victoria,,
mental-health-awareness-australia,_DanSc, https://twitter.com/_DanSc,2020-07-07 10:13:55,https://twitter.com/i/web/status/1280444931954204673,RT @Zalika_R: So worried about how this 2nd lockdown will impact mental health. A reminder you can call:  Lifeline 13 11 14 Kids Helpline 1…,neutral,Victoria,,
mental-health-awareness-australia,GrumpyOleDave, https://twitter.com/GrumpyOleDave,2020-07-07 03:20:41,https://twitter.com/i/web/status/1280340938275995648,RT @MensLine_Aus: MensLine Australia is a telephone and online #counselling service for men with emotional health and relationship concerns…,positive,Queensland,,
mental-health-awareness-australia,D0WNH3ARTED, https://twitter.com/D0WNH3ARTED,2020-07-07 06:44:01,https://twitter.com/i/web/status/1280392106784120832,"RT @sophiescott2: Thoughts are with everyone in Victoria. If you are struggling, you are not alone. Pls call  Lifeline 13 11 14 Kids Helpli…",negative,Western Australia,,
mental-health-availability-australia,Marcia60683959, https://twitter.com/Marcia60683959,2020-07-06 02:00:48,https://twitter.com/i/web/status/1279958446658383872,@MarthaThomas20 @Kate3015 My in-laws are in St Kilda &amp; Mornington MIL has been in total lock down in nursing home since Jan Her mental health is now very fragile  My nephew lives in  one of the suburbs in total lock down  My heart breaks because of the selfish few who refuse to HELP get Aus back to normal https://t.co/cr5yJYReq5,negative,New South Wales,,
mental-health-general-australia,AnimaeOK, https://twitter.com/AnimaeOK,2020-07-02 02:37:39,https://twitter.com/i/web/status/1278518168294584320,RT @DM007A: @KoparaFallsKid @ScottMorrisonMP Those are the type of comments you hear from people who have never been unemployed.  Unemploym…,neutral,South Australia,,
mental-health-availability-australia,AnimaeOK, https://twitter.com/AnimaeOK,2020-07-07 12:26:18,https://twitter.com/i/web/status/1280478245612216321,RT @lynlinking: @BlakandBlack @WgarNews @twtrrr @CartwheelPrint @GerryGeorgatos @NspTrp @NatIndigTimes @WhteRbbnAdvocat @AnimaeOK @RachelQu…,positive,South Australia,,
mental-health-awareness-australia,AnimaeOK, https://twitter.com/AnimaeOK,2020-07-08 11:16:56,https://twitter.com/i/web/status/1280823177090789376,RT @WgarNews: @FrostWolfLost @twtrrr @rjstrikers @AnimaeOK @BlakandBlack @lynlinking @CartwheelPrint @GerryGeorgatos @NspTrp @NatIndigTimes…,positive,South Australia,,
mental-health-awareness-australia,AnimaeOK, https://twitter.com/AnimaeOK,2020-07-08 11:17:42,https://twitter.com/i/web/status/1280823369340862466,RT @rjstrikers: @WgarNews @AnimaeOK @BlakandBlack @lynlinking @twtrrr @CartwheelPrint @GerryGeorgatos @NspTrp @NatIndigTimes @WhteRbbnAdvoc…,positive,South Australia,,
mental-health-awareness-australia,AnimaeOK, https://twitter.com/AnimaeOK,2020-07-08 11:17:48,https://twitter.com/i/web/status/1280823395450408960,RT @twtrrr: @rjstrikers @WgarNews @AnimaeOK @BlakandBlack @lynlinking @CartwheelPrint @GerryGeorgatos @NspTrp @NatIndigTimes @WhteRbbnAdvoc…,positive,South Australia,,
mental-health-awareness-australia,AnimaeOK, https://twitter.com/AnimaeOK,2020-07-08 11:17:57,https://twitter.com/i/web/status/1280823431219433472,RT @FrostWolfLost: @twtrrr @rjstrikers @WgarNews @AnimaeOK @BlakandBlack @lynlinking @CartwheelPrint @GerryGeorgatos @NspTrp @NatIndigTimes…,positive,South Australia,,
