tweet_topic,user_id,user_URL,created_at,URL,tweet_text,sentiment,state,gender,age
mental-health-awareness-australia,Monica_Farrow, https://twitter.com/Monica_Farrow,2020-07-15 06:08:02,https://twitter.com/i/web/status/1283282154307284994,"RT @beyondblue: The COVID-19 outbreak has caused distress for many people. In some cases, these feelings can be extreme and lead to thought…",negative,Queensland,Female,(25-32)
mental-health-awareness-australia,Monica_Farrow, https://twitter.com/Monica_Farrow,2020-07-22 06:59:39,https://twitter.com/i/web/status/1285831859327209474,"RT @headspace_aus: Welcome to YarnSpace, where Aboriginal &amp; Torres Strait Islander young people can connect with mobs and seek support with…",positive,Queensland,Female,(25-32)
mental-health-awareness-australia,Monica_Farrow, https://twitter.com/Monica_Farrow,2020-07-25 12:30:48,https://twitter.com/i/web/status/1287002361337012224,"RT @healthgovau: Taking care of your mental health and wellbeing is important, especially during this time. Beyond Blue has a dedicated Cor…",positive,Queensland,Female,(25-32)
mental-health-general-australia,Monica_Farrow, https://twitter.com/Monica_Farrow,2020-07-25 12:30:48,https://twitter.com/i/web/status/1287002361337012224,"RT @healthgovau: Taking care of your mental health and wellbeing is important, especially during this time. Beyond Blue has a dedicated Cor…",positive,Queensland,Female,(25-32)
mental-health-availability-australia,Interlime, https://twitter.com/Interlime,2020-07-23 23:49:42,https://twitter.com/i/web/status/1286448434887536641,RT @abcnews: Sari remembers her first public anxiety attack. She's urging others to talk about their mental health https://t.co/tBihYdxg4U,positive,ACT,Female,(4-6)
mental-health-availability-australia,maxwalden_, https://twitter.com/maxwalden_,2020-07-24 04:42:49,https://twitter.com/i/web/status/1286522200778932224,Coronavirus creates mental health 'obstacle race' for culturally diverse communities in Australia https://t.co/QJIJK5HoZz,negative,Victoria,Female,(38-43)
mental-health-awareness-australia,KeithKaren1, https://twitter.com/KeithKaren1,2020-07-21 08:37:07,https://twitter.com/i/web/status/1285493998333788160,"RT @philipdalidakis: Life tests us all &amp; that's at the best of times. Asking for help is a strength, not a weakness.   Lifeline on 13 11 14…",positive,Victoria,Female,(25-32)
mental-health-awareness-australia,01000011CS, https://twitter.com/01000011CS,2020-05-16 12:44:19,https://twitter.com/i/web/status/1261638610555568133,"RT @beyondblue: Beyond Blue Chair @JuliaGillard on how connection, compassion and kindness can support our mental health and wellbeing thro…",positive,Queensland,Female,(38-43)
mental-health-awareness-australia,01000011CS, https://twitter.com/01000011CS,2020-07-08 10:32:22,https://twitter.com/i/web/status/1280811961903505409,RT @WgarNews: @FrostWolfLost @twtrrr @rjstrikers @AnimaeOK @BlakandBlack @lynlinking @CartwheelPrint @GerryGeorgatos @NspTrp @NatIndigTimes…,positive,Queensland,Female,(38-43)
mental-health-availability-australia,selfunded, https://twitter.com/selfunded,2020-07-26 23:02:55,https://twitter.com/i/web/status/1287523826020921344,RT @AnthonyCole68: When Reagan was Governor of California he de-funded Mental Health Services. Then again nation-wide when President. The s…,negative,Queensland,Male,(38-43)
mental-health-awareness-australia,HodsonStephanie, https://twitter.com/HodsonStephanie,2020-07-19 11:07:56,https://twitter.com/i/web/status/1284807179829043201,"RT @OpenArmsSupport: During uncertain times, it’s important to be kind &amp; stay connected.  Check out our helpful resources: https://t.co/Mvg…",positive,,Female,(38-43)
mental-health-awareness-australia,HodsonStephanie, https://twitter.com/HodsonStephanie,2020-07-22 10:14:18,https://twitter.com/i/web/status/1285880846331703296,"RT @OpenArmsSupport: #WellnessWednesday!  Whatever it is, wherever it is—be it the bush, the beach, a park or a rainforest, ‘Take a Break’…",positive,,Female,(38-43)
mental-health-awareness-australia,HodsonStephanie, https://twitter.com/HodsonStephanie,2020-07-22 10:14:39,https://twitter.com/i/web/status/1285880933065740289,"RT @OpenArmsSupport: In times of crisis, Open Arms can organise accommodation for current and former serving ADF members and their families…",positive,,Female,(38-43)
mental-health-awareness-australia,HodsonStephanie, https://twitter.com/HodsonStephanie,2020-07-24 09:19:20,https://twitter.com/i/web/status/1286591785993527299,"RT @OpenArmsSupport: It’s Stress Down Day.  Take some ‘you’ time today.  Meditate, go for a walk, do some yoga, have a nap, do whatever soo…",positive,,Female,(38-43)
mental-health-awareness-australia,HodsonStephanie, https://twitter.com/HodsonStephanie,2020-07-24 09:19:40,https://twitter.com/i/web/status/1286591872895311873,"RT @OpenArmsSupport: Suicide Prevention Start, developed by LivingWorks, is a self-paced, hour-long, online program that shows you how to r…",positive,,Female,(38-43)
mental-health-awareness-australia,HodsonStephanie, https://twitter.com/HodsonStephanie,2020-07-25 09:41:38,https://twitter.com/i/web/status/1286959787498823680,RT @OpenArmsSupport: Safe Zone Support is an anonymous 24/7 service with specialised counsellors who have an understanding of military cult…,positive,,Female,(38-43)
mental-health-awareness-australia,HodsonStephanie, https://twitter.com/HodsonStephanie,2020-07-27 11:24:56,https://twitter.com/i/web/status/1287710558817406982,"RT @OpenArmsSupport: Mindfulness involves focusing on and being aware of the present moment.   It can help you relax, concentrate, &amp; be mor…",positive,,Female,(38-43)
mental-health-awareness-australia,QldAmbulance, https://twitter.com/QldAmbulance,2020-07-21 00:47:26,https://twitter.com/i/web/status/1285375800120758272,RT @healthgovau: It’s understandable to feel overwhelmed in uncertain times. If you need some extra mental health information and support d…,neutral,Queensland,Female,(0-2)
mental-health-digital-australia,QldAmbulance, https://twitter.com/QldAmbulance,2020-07-21 00:47:26,https://twitter.com/i/web/status/1285375800120758272,RT @healthgovau: It’s understandable to feel overwhelmed in uncertain times. If you need some extra mental health information and support d…,neutral,Queensland,Female,(0-2)
mental-health-general-australia,QldAmbulance, https://twitter.com/QldAmbulance,2020-07-21 00:47:26,https://twitter.com/i/web/status/1285375800120758272,RT @healthgovau: It’s understandable to feel overwhelmed in uncertain times. If you need some extra mental health information and support d…,neutral,Queensland,Female,(0-2)
mental-health-general-australia,QldAmbulance, https://twitter.com/QldAmbulance,2020-07-27 02:41:49,https://twitter.com/i/web/status/1287578913539948544,RT @healthgovau: Being active makes a big difference to your physical and mental health. Find a daily activity that works for you. For idea…,positive,Queensland,Female,(0-2)
mental-health-availability-australia,gavin_hazel, https://twitter.com/gavin_hazel,2020-07-22 23:02:26,https://twitter.com/i/web/status/1286074151992664064,RT @danielaritorto: We've honestly come so far in talking about mental health but I'm still in awe of the bravery of Phoebe and TJ who spok…,positive,New South Wales,Female,(48-53)
mental-health-awareness-australia,AFCA_org_au, https://twitter.com/AFCA_org_au,2020-07-09 04:08:13,https://twitter.com/i/web/status/1281077672987115520,"RT @beyondblue: As lockdown restrictions continue to fluctuate, you might be feeling unsettled or anxious about what this means for you or…",negative,,,
mental-health-awareness-australia,AFCA_org_au, https://twitter.com/AFCA_org_au,2020-07-22 23:15:33,https://twitter.com/i/web/status/1286077452821774337,"RT @healthgovau: COVID-19 is changing the lives of people around the world, but for many Australians the impact of the 2020 bushfires is al…",negative,,,
mental-health-awareness-australia,AFCA_org_au, https://twitter.com/AFCA_org_au,2020-07-26 23:15:24,https://twitter.com/i/web/status/1287526965356843009,"RT @consumer_action: Sarah, a financial counsellor with the @natdebthelpline explains how financial stress is impacting people during #COVI…",neutral,,,
mental-health-availability-australia,AuriolAuriol, https://twitter.com/AuriolAuriol,2020-07-27 10:37:41,https://twitter.com/i/web/status/1287698670222077953,RT @ian_hickie: Australia coronavirus: More mental health funding needed https://t.co/L1GWc1Yt7d,negative,New South Wales,,
mental-health-availability-australia,TraceyH66285468, https://twitter.com/TraceyH66285468,2020-07-27 08:37:32,https://twitter.com/i/web/status/1287668431156686848,@CuomoKennedy @RepJoeKennedy The US are not alone in this. Australia and many other countries struggle to deal with mental health. It is a continuum from pos to neg and we all travel up and down that line. It's when we stay in the neg for too long that we need help moving up ... not being locked up.,neutral,,,
mental-health-awareness-australia,MindframeMedia, https://twitter.com/MindframeMedia,2020-07-22 00:20:22,https://twitter.com/i/web/status/1285731376281657349,"As coverage surrounding #COVID19Aus continues including discussion around payment support schemes, a reminder to #Aus #media to avoid alarmist language &amp; include help-seeking info including @beyondblue's 24/7 Coronavirus Mental Wellbeing Support Service - https://t.co/wkVuOlbfAR https://t.co/rpBguaX4Ea",neutral,,,
mental-health-general-australia,AmandaLNeil, https://twitter.com/AmandaLNeil,2020-07-24 07:09:39,https://twitter.com/i/web/status/1286559151942856704,"RT @ian_hickie: Unemployment to soar as economy suffers deep recession#. The big impact on mental health is job loss, along with social dis…",negative,Tasmania,,
mental-health-availability-australia,AmandaLNeil, https://twitter.com/AmandaLNeil,2020-07-27 04:12:00,https://twitter.com/i/web/status/1287601609116065792,RT @ian_hickie: Australia coronavirus: More mental health funding needed https://t.co/L1GWc1Yt7d,negative,Tasmania,,
mental-health-availability-australia,GenV_for_kids, https://twitter.com/GenV_for_kids,2020-07-21 03:53:07,https://twitter.com/i/web/status/1285422528651919361,"RT @CCCH_AU: In the emerging #COVID19 environment, @RCN_AUS have developed an A-Z online guide to help practitioners support #children and…",positive,Victoria,,
mental-health-awareness-australia,LisaPears4, https://twitter.com/LisaPears4,2020-07-08 00:17:28,https://twitter.com/i/web/status/1280657215456571392,"RT @sophiescott2: Thoughts are with everyone in Victoria. If you are struggling, you are not alone. Pls call  Lifeline 13 11 14 Kids Helpli…",negative,,,
mental-health-general-australia,jaquix173, https://twitter.com/jaquix173,2020-07-25 09:45:14,https://twitter.com/i/web/status/1286960691509735425,RT @Max_Gross: @healthgovau The current Australian Government does more to damage our mental health than any pandemic ever could #LNPfail…,negative,Queensland,,
mental-health-availability-australia,stevo76325724, https://twitter.com/stevo76325724,2020-07-21 10:53:01,https://twitter.com/i/web/status/1285528200370511872,RT @RitaPanahi: Australia’s top mental health experts have warned that the economic &amp; social effects of the pandemic will lead to a dramati…,negative,,,
mental-health-awareness-australia,CurricLeader, https://twitter.com/CurricLeader,2020-07-15 00:19:20,https://twitter.com/i/web/status/1283194401708142592,"RT @aitsl: Resources for #wellbeing from @ReachOut_Aus include:  🌎 Dealing with bad world news 🎵 Music as a coping strategy  📚 Teens, study…",positive,,,
mental-health-availability-australia,juliandelpilarr, https://twitter.com/juliandelpilarr,2020-07-27 11:03:26,https://twitter.com/i/web/status/1287705147640954881,"RT @leahxelizabeth_: Men care about men’s mental health until its, a gay man, a trans man or any man that doesn’t fit the Male stereotype x",negative,,,
mental-health-general-australia,Margare37237673, https://twitter.com/Margare37237673,2020-07-27 03:47:20,https://twitter.com/i/web/status/1287595401906798592,RT @healthgovau: The impacts of coronavirus are tough and can impact our mental health. We need to make sure we look after ourselves and se…,neutral,Western Australia,,
mental-health-awareness-australia,georgie874, https://twitter.com/georgie874,2020-07-20 08:53:46,https://twitter.com/i/web/status/1285135801580269568,RT @Marruso89: Lifeline Australia: 13 11 14 Beyond Blue: 1300 224 636 Kids Helpline: 1800 551 80 Emergency: 000 Confidential Helpline: 1800…,neutral,Victoria,,
mental-health-awareness-australia,georgie874, https://twitter.com/georgie874,2020-07-24 03:33:40,https://twitter.com/i/web/status/1286504799345631233,@brikks And it's unnecessary stress and anxiety that we are all experiencing. Keep safe and keep well. We will get through it,positive,Victoria,,
mental-health-recognition-australia,dollysdream_aus, https://twitter.com/dollysdream_aus,2020-07-22 12:38:01,https://twitter.com/i/web/status/1285917010258427907,"While we aren't all in lockdown, many of us are still spending more time staying in than out. For teens, it can be a really lonely time. The good news is, there are many ways we can help them can stay connected. Visit Parent Hub for inspo. 💙  #bekind https://t.co/UQkCAjXDmN https://t.co/ysdYSlM6F5",positive,,,
mental-health-availability-australia,BillieRubenMake, https://twitter.com/BillieRubenMake,2020-07-18 23:14:21,https://twitter.com/i/web/status/1284627597003898880,@MattStultz @jnesselr Yea. :(   Here in Australia they're putting a lot of money into mental health services. It's about time!,negative,,,
mental-health-recognition-australia,SabinaWalker18, https://twitter.com/SabinaWalker18,2020-07-24 21:31:38,https://twitter.com/i/web/status/1286776078132862976,"@MJA_Editor @smh I‘m against #Lockdown after reading #evidence for and against #Lockdown and its #SideEffects (eg also ⬆️death, ⬆️suicide, ⬆️ depression etc). Sadly, #Elimination in #Australia inevitably includes #Lockdown (unlike #Iceland). It will be our legacy &amp; shame for future generations.",negative,,,
mental-health-general-australia,LivelifePT_SYD, https://twitter.com/LivelifePT_SYD,2020-07-27 02:52:36,https://twitter.com/i/web/status/1287581626197635072,RT @healthgovau: Being active makes a big difference to your physical and mental health. Find a daily activity that works for you. For idea…,positive,New South Wales,,
mental-health-availability-australia,SylviaDeeDee, https://twitter.com/SylviaDeeDee,2020-07-21 10:22:24,https://twitter.com/i/web/status/1285520497061400577,RT @RitaPanahi: Australia’s top mental health experts have warned that the economic &amp; social effects of the pandemic will lead to a dramati…,negative,,,
mental-health-general-australia,budgetbuscharte, https://twitter.com/budgetbuscharte,2020-07-20 00:48:00,https://twitter.com/i/web/status/1285013554731474944,"RT @healthgovau: Make mental health a priority. Eat well, stay active, stay in touch and seek help if needed.",neutral,,,
mental-health-general-australia,budgetbuscharte, https://twitter.com/budgetbuscharte,2020-07-26 13:38:07,https://twitter.com/i/web/status/1287381690122264576,RT @lonelyplanet: Did you know a crystal skull was found in the rafters? 👀💀https://t.co/VFMuueBfdd,neutral,,,
mental-health-general-australia,budgetbuscharte, https://twitter.com/budgetbuscharte,2020-07-26 13:38:23,https://twitter.com/i/web/status/1287381754601328641,RT @lonelyplanet: And it looks incredible 🍷https://t.co/vBNfubZ1G7,positive,,,
mental-health-general-australia,budgetbuscharte, https://twitter.com/budgetbuscharte,2020-07-26 13:38:44,https://twitter.com/i/web/status/1287381842610421761,RT @lonelyplanet: If working from home is losing its lustre... https://t.co/aV2rxhiFRS,negative,,,
mental-health-general-australia,budgetbuscharte, https://twitter.com/budgetbuscharte,2020-07-27 11:01:18,https://twitter.com/i/web/status/1287704613299183617,RT @lonelyplanet: This is one way to get away from it all... https://t.co/KirFRP2gCw,positive,,,
mental-health-general-australia,budgetbuscharte, https://twitter.com/budgetbuscharte,2020-07-27 11:49:39,https://twitter.com/i/web/status/1287716778928300034,RT @lonelyplanet: Keep the kids busy for a few minutes with these amazing animal facts 🐵🦁🐺 https://t.co/amwIZMgnsG,positive,,,
mental-health-availability-australia,mdsumner, https://twitter.com/mdsumner,2020-07-22 02:33:11,https://twitter.com/i/web/status/1285764801939959809,RT @binarythis: Feeling on the slippery path to proper anxiety today and if you're in Aus I can recommend booking in to get a mental health…,negative,Tasmania,,
mental-health-awareness-australia,RebJ9, https://twitter.com/RebJ9,2020-07-21 08:41:19,https://twitter.com/i/web/status/1285495057571655680,RT @healthgovau: It’s understandable to feel overwhelmed in uncertain times. If you need some extra mental health information and support d…,neutral,,,
mental-health-digital-australia,RebJ9, https://twitter.com/RebJ9,2020-07-21 08:41:19,https://twitter.com/i/web/status/1285495057571655680,RT @healthgovau: It’s understandable to feel overwhelmed in uncertain times. If you need some extra mental health information and support d…,neutral,,,
mental-health-general-australia,RebJ9, https://twitter.com/RebJ9,2020-07-21 08:41:19,https://twitter.com/i/web/status/1285495057571655680,RT @healthgovau: It’s understandable to feel overwhelmed in uncertain times. If you need some extra mental health information and support d…,neutral,,,
mental-health-awareness-australia,RNRos, https://twitter.com/RNRos,2020-07-22 05:34:16,https://twitter.com/i/web/status/1285810373652672512,"RT @headspace_aus: Welcome to YarnSpace, where Aboriginal &amp; Torres Strait Islander young people can connect with mobs and seek support with…",positive,New South Wales,,
mental-health-awareness-australia,TLCINC2, https://twitter.com/TLCINC2,2020-07-22 00:13:56,https://twitter.com/i/web/status/1285729758093991937,"RT @beyondblue: Lockdown restrictions, being physically separated from loved ones, and a shift in the way we operate day-to-day can add a s…",negative,New South Wales,,
mental-health-awareness-australia,TLCINC2, https://twitter.com/TLCINC2,2020-07-22 00:14:08,https://twitter.com/i/web/status/1285729807175749632,"RT @OntheLineAus: During the #coronavirus pandemic, up to 18 per cent of @MensLine_Aus contacts have been related to COVID-19. @OntheLineAu…",neutral,New South Wales,,
mental-health-awareness-australia,TLCINC2, https://twitter.com/TLCINC2,2020-07-22 00:14:19,https://twitter.com/i/web/status/1285729852453269504,"RT @CESPHN: Did you know you can be a GP at headspace? Support the mental, physical and sexual health of young people aged 12–25 as part of…",positive,New South Wales,,
mental-health-awareness-australia,TLCINC2, https://twitter.com/TLCINC2,2020-07-22 00:14:52,https://twitter.com/i/web/status/1285729991607701504,"RT @MensLine_Aus: During the #coronavirus pandemic, up to 18 per cent of MensLine Australia contacts have been related to COVID-19. @OntheL…",negative,New South Wales,,
mental-health-general-australia,KarenGaunson, https://twitter.com/KarenGaunson,2020-07-22 22:16:30,https://twitter.com/i/web/status/1286062594097176576,"@DrAsthaTomar @GregHuntMP @_ONEINFIVE_ @PatMcGorry @RANZCP Massive investment targeting prevention&amp; #TreatmentGap hasn't provided effective real world interventions for traumatised children,or effectively empowered families living with cumulative adversity. Child psychiatric workforce &amp; research is declining as mental health burden rises",negative,Victoria,,
mental-health-awareness-australia,Christo21143570, https://twitter.com/Christo21143570,2020-07-20 11:51:05,https://twitter.com/i/web/status/1285180426336628736,"RT @philipdalidakis: Life tests us all &amp; that's at the best of times. Asking for help is a strength, not a weakness.   Lifeline on 13 11 14…",positive,,,
mental-health-general-australia,austin_tash, https://twitter.com/austin_tash,2020-07-26 06:01:43,https://twitter.com/i/web/status/1287266832504692737,RT @healthgovau: The impacts of coronavirus are tough and can impact our mental health. We need to make sure we look after ourselves and se…,neutral,,,
mental-health-availability-australia,ChristinaZhou44, https://twitter.com/ChristinaZhou44,2020-07-24 06:01:54,https://twitter.com/i/web/status/1286542102273302528,"RT @taliaualiitia: These are trying times but, for Māori or Pacific men they're brought up to be the providers - it takes a lot of bravery…",positive,,,
mental-health-availability-australia,itsgiorivero, https://twitter.com/itsgiorivero,2020-07-26 22:12:28,https://twitter.com/i/web/status/1287511128348614656,"RT @leahxelizabeth_: Men care about men’s mental health until its, a gay man, a trans man or any man that doesn’t fit the Male stereotype x",negative,South Australia,,
mental-health-awareness-australia,ThisiPhone1, https://twitter.com/ThisiPhone1,2020-07-21 08:37:49,https://twitter.com/i/web/status/1285494176079966208,"RT @philipdalidakis: Life tests us all &amp; that's at the best of times. Asking for help is a strength, not a weakness.   Lifeline on 13 11 14…",positive,Victoria,,
mental-health-availability-australia,ThisiPhone1, https://twitter.com/ThisiPhone1,2020-07-26 03:39:41,https://twitter.com/i/web/status/1287231086167126016,RT @AnthonyCole68: When Reagan was Governor of California he de-funded Mental Health Services. Then again nation-wide when President. The s…,negative,Victoria,,
mental-health-recognition-australia,DrDKesic, https://twitter.com/DrDKesic,2020-07-18 02:30:57,https://twitter.com/i/web/status/1284314688998699008,RT @AustPsych: The COVID-19 pandemic has some of the worst aspects of war and the Great Depression. Mental and physical illness have increa…,negative,,,
mental-health-general-australia,sreeura, https://twitter.com/sreeura,2020-07-15 12:48:01,https://twitter.com/i/web/status/1283382813127892992,RT @VinietaaSharrma: @BhumiMamnani Please mercy on children who are separated from their parents. This separation is  having an adverse imp…,negative,,,
mental-health-general-australia,sreeura, https://twitter.com/sreeura,2020-07-19 15:29:16,https://twitter.com/i/web/status/1284872945613942786,RT @Aparna03833472: @Umesha40217873 @ScottMorrisonMP @AlanTudgeMP @NickMcKim @7NewsSydney @smh @9NewsAUS @SkyNewsAust @AusBorderForce @thep…,positive,,,
