tweet_topic,user_id,user_URL,created_at,URL,tweet_text,sentiment,pos_possibility,neg_possibility,neu_possibility,state,gender,age,count_retweet,count_like,count_reply,original_status_id
mental-health-awareness-australia,UnQuietAust, https://twitter.com/UnQuietAust,2020-09-30 23:49:33,https://twitter.com/i/web/status/1311302164938027009,"RT @JuliaGillard: A new, dedicated support service designed to help all Australians cope with the impact of the COVID-19 pandemic on their…",positive,0.83107,0.01456,0.15437,,Male,(38-43),0,0,0,1248048214709657600
mental-health-availability-australia,UnQuietAust, https://twitter.com/UnQuietAust,2020-10-15 18:55:02,https://twitter.com/i/web/status/1316663863845089280,RT @BobNew8: National Cabinet canned over 'technical problems'   #qldpol election more important that running the country? https://t.co/Xb0…,negative,0.04809,0.90381,0.04809,,Male,(38-43),0,0,0,1316663818919968768
mental-health-general-australia,deeedwardsEF, https://twitter.com/deeedwardsEF,2020-10-04 16:00:58,https://twitter.com/i/web/status/1312633793212153856,RT @ian_hickie: Shocking stats: Suicide rate in teenage girls rises https://t.co/qNmMhVStK2 Urgent need for sustained investments in youth…,neutral,0.2019,0.30185,0.49624,,Male,(60-100),0,0,0,1312505521383960577
mental-health-awareness-australia,StuartH_VA, https://twitter.com/StuartH_VA,2020-09-28 21:08:06,https://twitter.com/i/web/status/1310536758959001600,RT @AusUnemployment: We're worried about our members + every single one of the millions of ppl being subjected to job agency brutality.  If…,neutral,0.11357,0.30596,0.58047,,Male,(4-6),0,0,0,1310478550005198854
mental-health-availability-australia,pamela_ashcroft, https://twitter.com/pamela_ashcroft,2020-10-14 12:54:43,https://twitter.com/i/web/status/1316210799749128192,RT @senator_sheldon: The insecure work pandemic will outlast COVID-19.   The physical and mental health consequences of no job security are…,neutral,0.09796,0.37645,0.52559,,Male,(25-32),0,0,0,1316189208088776705
mental-health-availability-australia,JonathonMomsen, https://twitter.com/JonathonMomsen,2020-10-14 18:50:30,https://twitter.com/i/web/status/1316300334810034177,RT @azahynes: @JoshFrydenberg Please understand you &amp; @ScottMorrisonMP  have consistently cut funding to Mental Health Services for near on…,negative,0.01871,0.7872,0.19408,Victoria,Female,(8-12),0,0,0,1316241490763415552
mental-health-general-australia,JonathonMomsen, https://twitter.com/JonathonMomsen,2020-10-14 18:50:30,https://twitter.com/i/web/status/1316300334810034177,RT @azahynes: @JoshFrydenberg Please understand you &amp; @ScottMorrisonMP  have consistently cut funding to Mental Health Services for near on…,negative,0.01871,0.7872,0.19408,Victoria,Female,(8-12),0,0,0,1316241490763415552
mental-health-awareness-australia,LennaLeprena, https://twitter.com/LennaLeprena,2020-08-15 22:10:39,https://twitter.com/i/web/status/1294607435592683534,"RT @JuliaGillard: At a time when people are self-isolating and working from home, it can help to stay connected. The Beyond Blue discussion…",positive,0.72085,0.00937,0.26979,Tasmania,Female,(48-53),0,0,0,1240057768549072896
mental-health-general-australia,MichaelaNewell_, https://twitter.com/MichaelaNewell_,2020-10-15 16:58:05,https://twitter.com/i/web/status/1316634434402095107,"Listening to @JoshFrydenberg and @GregHuntMP bleating about Victorians’ mental health while @DanielAndrewsMP bashing, just rings hollow. They represent the Robodebt Party. An inherently flawed system designed (to quote Hunt on @abcmelbourne ) to push people already ‘in extremis.’",negative,0.00231,0.94039,0.0573,,Female,(60-100),0,0,0,
mental-health-general-australia,mr_lewandowski, https://twitter.com/mr_lewandowski,2020-09-28 09:07:31,https://twitter.com/i/web/status/1310355417965326339,RT @HelenInLeValley: @AaronDodd @ScottMorrisonMP @JoshFrydenberg Josh already made his view on mental health and well being. He couldn't gi…,neutral,0.04832,0.2505,0.70118,Victoria,Male,(4-6),0,0,0,1310347324917309441
mental-health-general-australia,rubin_angela, https://twitter.com/rubin_angela,2020-08-28 14:44:04,https://twitter.com/i/web/status/1299206090194780160,RT @healthgovau: The impacts of coronavirus are tough and can impact our mental health. We need to make sure we look after ourselves and se…,neutral,0.39465,0.03906,0.56628,Queensland,Female,(60-100),0,0,0,1273833316211240960
mental-health-general-australia,stephenjduckett, https://twitter.com/stephenjduckett,2020-09-28 16:10:53,https://twitter.com/i/web/status/1310461962191429633,"@matsionoah @GregHuntMP True but this change isn't designed to fix that problem and so should not be assessed against that criterion. That said, access to mental health care is a big problem that also needs to be addressed",neutral,0.02336,0.37724,0.5994,,,,0,1,0,1310441493526507520
mental-health-general-australia,kjazzled, https://twitter.com/kjazzled,2020-09-04 09:18:44,https://twitter.com/i/web/status/1301660931282276352,RT @healthgovau: The impacts of coronavirus are tough and can impact our mental health. We need to make sure we look after ourselves and se…,neutral,0.39465,0.03906,0.56628,Queensland,,,0,0,0,1273833316211240960
mental-health-awareness-australia,AFCA_org_au, https://twitter.com/AFCA_org_au,2020-10-05 08:10:09,https://twitter.com/i/web/status/1312877696448294913,"RT @beyondblue: @FCAupdate's chief executive Fiona Guthrie is passionate about helping people overcome financial difficulty. Here, Fiona ta…",positive,0.90298,0.00517,0.09185,,,,0,0,0,1310453761165287425
mental-health-general-australia,Davev47307296, https://twitter.com/Davev47307296,2020-09-30 16:48:45,https://twitter.com/i/web/status/1311196268820013058,RT @welosthim: We have a mental health crisis in Victoria especially with our children are you going to stand by &amp; allow @DanielAndrewsMP @…,negative,0.01873,0.63284,0.34842,,,,0,0,0,1311175838574944256
mental-health-awareness-australia,hia_vic, https://twitter.com/hia_vic,2020-10-02 11:28:15,https://twitter.com/i/web/status/1311840387674238976,"RT @HIA_au: This October is #MentalHealthMonth.  Georgie Harman, CEO of @beyondblue, reminds us that it's never too early or too late to se…",positive,0.85017,0.00706,0.14277,,,,0,0,0,1311787978801307648
mental-health-awareness-australia,hia_vic, https://twitter.com/hia_vic,2020-10-14 16:39:30,https://twitter.com/i/web/status/1316267367408660480,"RT @HIA_au: It takes approximately 5 seconds to talk someone out of attempting to take their own life, says Trevor who has battled with #…",neutral,0.22276,0.09916,0.67807,,,,0,0,0,1316197030474129408
mental-health-awareness-australia,FeneleyJohn, https://twitter.com/FeneleyJohn,2020-10-07 18:00:07,https://twitter.com/i/web/status/1313750942852890624,RT @HM_Christensen: With thanks to @ScottMorrisonMP @GregHuntMP for critical funding in #Budget2020 that will continue to advance research…,positive,0.96282,0.00352,0.03365,,,,0,0,0,1313722999376207872
mental-health-awareness-australia,FeneleyJohn, https://twitter.com/FeneleyJohn,2020-10-13 18:14:25,https://twitter.com/i/web/status/1315928868612579328,"RT @blackdoginst: Five recommendations from chapter one of our white paper, 'Meeting the needs of those in suicidal crisis with new models…",neutral,0.29213,0.039,0.66887,,,,0,0,0,1315906709123031040
mental-health-general-australia,Sulphurcocky1, https://twitter.com/Sulphurcocky1,2020-10-14 11:19:48,https://twitter.com/i/web/status/1316186914312138752,RT @healthgovau: It’s #MentalHealthWeek. This is an ideal time to take a moment to reflect on the importance of your own mental health and…,positive,0.86039,0.00878,0.13083,,,,0,0,0,1316174399368818695
mental-health-awareness-australia,EIMAustralia, https://twitter.com/EIMAustralia,2020-10-15 12:00:01,https://twitter.com/i/web/status/1316559421170950146,Check out this resource by @beyondblue to support your mental health through physical activity. Any exercise is better than none! https://t.co/5GRl556CgA #ExerciseIsMedicine #MentalHealthMonth,positive,0.78518,0.01619,0.19863,,,,0,0,0,
mental-health-general-australia,MindframeMedia, https://twitter.com/MindframeMedia,2020-10-15 15:18:22,https://twitter.com/i/web/status/1316609338652454912,Join @ama_media tomorrow for launch of #EveryDoctorEverySetting: A National Framework to support the mental health &amp; wellbeing of Australian doctors &amp; medical students. Learn more &amp; register:https://t.co/fRDDYG5NnH  @GregHuntMP https://t.co/OmxLepxpo6,positive,0.5501,0.05366,0.39624,,,,0,1,0,
mental-health-general-australia,rodp48, https://twitter.com/rodp48,2020-09-28 07:27:54,https://twitter.com/i/web/status/1310330346496339968,"RT @AaronDodd: Isn't it interesting how concerned @ScottMorrisonMP &amp; @JoshFrydenberg claim to be about the mental-health of Victorians, y…",negative,0.01926,0.96149,0.01926,Victoria,,,0,0,0,1310132068425195520
mental-health-general-australia,caitlinruthward, https://twitter.com/caitlinruthward,2020-10-07 08:59:22,https://twitter.com/i/web/status/1313614857061588992,RT @MTeesson: Australian budget night 2020 .. Increase in better access sessions for mental health from 10 to 20 a welcome announcement as…,positive,0.88432,0.00687,0.10881,,,,0,0,0,1313456153917972481
mental-health-general-australia,jenoby2012, https://twitter.com/jenoby2012,2020-10-07 10:25:02,https://twitter.com/i/web/status/1313636417206063104,RT @ian_hickie: Shocking stats: Suicide rate in teenage girls rises https://t.co/qNmMhVStK2 Urgent need for sustained investments in youth…,neutral,0.2019,0.30185,0.49624,,,,0,0,0,1312505521383960577
mental-health-general-australia,Kimick4, https://twitter.com/Kimick4,2020-10-15 00:33:43,https://twitter.com/i/web/status/1316386710414999552,"@SkyNewsAust @DanielAndrewsMP @GregHuntMP @JoshFrydenberg It comes after data emerged from The Australian which revealed the significant mental health impacts in Victoria.  So... not a government report, not a medical or a report based on science.  Hunt and Josh base this on a Murdoch report?  You know that's absurd... right?",negative,0.0016,0.92883,0.06957,,,,0,1,0,1316378659788255233
mental-health-availability-australia,Smokey_Baker, https://twitter.com/Smokey_Baker,2020-10-14 16:12:34,https://twitter.com/i/web/status/1316260592315842560,@JoshFrydenberg My message to the Treasurer of Australia is is Fuck Off. Your very existence has a negative impact on mental health.  If you really want to help then start taxing the rich &amp; stop promoting environmental destruction so there is some hope for social and environmental sustainability,negative,0.00163,0.96117,0.03719,,,,0,0,0,1316226191406190592
mental-health-availability-australia,drdavemcdonald, https://twitter.com/drdavemcdonald,2020-09-26 15:58:13,https://twitter.com/i/web/status/1309733999984607232,RT @Lucy__Adams: ‘Police should not be the first people called when someone needs mental health support in the community...Health services…,negative,0.01295,0.71656,0.27049,,,,0,0,0,1309715869610565632
mental-health-awareness-australia,Chris86767838, https://twitter.com/Chris86767838,2020-10-10 09:40:34,https://twitter.com/i/web/status/1314712388482916352,"RT @NSWHealth: On #WorldMentalHealthDay, hear Ms Vibha Gulati's story about living with a mental health condition and her advice to others…",positive,0.65864,0.01663,0.32473,New South Wales,,,0,0,0,1314702182655156224
mental-health-general-australia,StephenOlivero, https://twitter.com/StephenOlivero,2020-10-09 19:06:36,https://twitter.com/i/web/status/1314492449142632449,@JoshFrydenberg @ScottMorrisonMP Can you please make the churches pay for chaplains in schools and put that $61.4m towards counsellors and mental health in schools? Kids have gone through a rough unprecedented time too!! Their education and mental health has been affected.,negative,0.02502,0.70063,0.27435,,,,0,6,0,1314402030010523648
mental-health-general-australia,StephenOlivero, https://twitter.com/StephenOlivero,2020-10-09 19:06:58,https://twitter.com/i/web/status/1314492542386204678,@ScottMorrisonMP @OECD @MathiasCormann Can you please make the churches pay for chaplains in schools and put that $61.4m towards counsellors and mental health in schools? Kids have gone through a rough unprecedented time too!! Their education and mental health has been affected.,negative,0.02502,0.70063,0.27435,,,,0,0,0,1314116497518653440
mental-health-general-australia,FF_Grazz, https://twitter.com/FF_Grazz,2020-10-14 13:28:08,https://twitter.com/i/web/status/1316219211396440065,RT @shaunwarnock_sw: Cynically using mental health comments to undermine @DanielAndrewsMP is pure dirty political manoeuvring by the malici…,negative,0.00309,0.93187,0.06504,,,,0,0,0,1316210038537502721
mental-health-awareness-australia,PREMISE_CRE, https://twitter.com/PREMISE_CRE,2020-09-25 16:02:40,https://twitter.com/i/web/status/1309372730886688768,RT @blackdoginst: *SYDNEY* We're seeking research participants who are 18+ and have attended the Prince of Wales Emergency Department (ED)…,neutral,0.05033,0.18786,0.76181,,,,0,0,0,1309327723764969474
mental-health-general-australia,PREMISE_CRE, https://twitter.com/PREMISE_CRE,2020-10-07 21:30:19,https://twitter.com/i/web/status/1313803838579589120,RT @TheMatilda_USyd: We commend @ausgov #Budget2020 increase in the number of Medicare Funded mental health consultations from 10 to 20 for…,positive,0.52546,0.02487,0.44967,,,,0,0,0,1313724631916769280
mental-health-general-australia,PREMISE_CRE, https://twitter.com/PREMISE_CRE,2020-10-07 21:30:24,https://twitter.com/i/web/status/1313803862419992576,RT @MTeesson: Australian budget night 2020 .. Increase in better access sessions for mental health from 10 to 20 a welcome announcement as…,positive,0.88432,0.00687,0.10881,,,,0,0,0,1313456153917972481
mental-health-general-australia,jaquix173, https://twitter.com/jaquix173,2020-10-14 22:05:56,https://twitter.com/i/web/status/1316349519131336704,RT @shaunwarnock_sw: Cynically using mental health comments to undermine @DanielAndrewsMP is pure dirty political manoeuvring by the malici…,negative,0.00309,0.93187,0.06504,Queensland,,,0,0,0,1316210038537502721
mental-health-awareness-australia,Naomi55505271, https://twitter.com/Naomi55505271,2020-08-20 21:40:19,https://twitter.com/i/web/status/1296411740528357377,RT @MensLine_Aus: MensLine Australia is a free online and phone counselling service for men with emotional health and relationship concerns…,neutral,0.45725,0.07619,0.46656,,,,0,0,0,1296411674111545344
mental-health-awareness-australia,Naomi55505271, https://twitter.com/Naomi55505271,2020-09-28 18:20:34,https://twitter.com/i/web/status/1310494598825828353,RT @AusUnemployment: We're worried about our members + every single one of the millions of ppl being subjected to job agency brutality.  If…,neutral,0.11357,0.30596,0.58047,,,,0,0,0,1310478550005198854
mental-health-awareness-australia,Naomi55505271, https://twitter.com/Naomi55505271,2020-09-28 18:24:13,https://twitter.com/i/web/status/1310495515373481984,@AusUnemployment @LifelineAust also has online chat -  The Lifeline Chat is available between 7pm to midnight AEST - When the service is available a button will appear below letting you know the service is online. You can click it to commence a chat.  https://t.co/Xln9oVQqdY,neutral,0.38089,0.10193,0.51718,,,,0,0,0,1310478550005198854
mental-health-availability-australia,dameladeedah, https://twitter.com/dameladeedah,2020-09-29 21:44:41,https://twitter.com/i/web/status/1310908351547539456,RT @JamesMerlinoMP: I am both humbled and excited to take on the portfolio of mental health alongside my education responsibilities.  Rebui…,positive,0.88742,0.0052,0.10738,Victoria,,,0,0,0,1310830095435730944
mental-health-availability-australia,dameladeedah, https://twitter.com/dameladeedah,2020-10-14 21:54:01,https://twitter.com/i/web/status/1316346521831391232,"RT @EmergencyBK: @JoshFrydenberg @JoshFrydenberg I’m Vic, negative impacts on my mental health  -PM&amp;FedGov undermining StateGov  -FedGov re…",negative,0.02105,0.67366,0.30529,Victoria,,,0,0,0,1316275893161979909
mental-health-awareness-australia,JasonTrethowan, https://twitter.com/JasonTrethowan,2020-09-18 21:21:45,https://twitter.com/i/web/status/1306916316041764865,"RT @ReachOut_AUS: It's normal to feel stressed, particularly with everything 2020 has thrown us. But if you always feel under-the-pump it c…",neutral,0.07253,0.10411,0.82336,,,,0,0,0,1306858008366977025
mental-health-availability-australia,JasonTrethowan, https://twitter.com/JasonTrethowan,2020-10-06 20:01:14,https://twitter.com/i/web/status/1313419033941696512,Integrating vocational services with mental health is a core part of the headspace model. Never been a more important time for this commitment. @EoinKillackey @PatMcGorry @headspace_aus https://t.co/egju1WoQeq,positive,0.87805,0.00768,0.11426,,,,-1,33,0,
mental-health-awareness-australia,stringdtd, https://twitter.com/stringdtd,2020-10-06 22:54:11,https://twitter.com/i/web/status/1313462560306335745,https://t.co/yCFzqE5RbS 1800 respect can help you,positive,0.64115,0.02703,0.33182,,,,0,0,0,1313462558620184576
mental-health-availability-australia,Davidy1945, https://twitter.com/Davidy1945,2020-09-28 07:26:07,https://twitter.com/i/web/status/1310329900214022144,RT @OZloop: ⁦@ScottMorrisonMP⁩ ⁦@GregHuntMP⁩ ⁦@JoshFrydenberg⁩ “but the leaders said they were “deeply concerned” about the mental health i…,neutral,0.116,0.22324,0.66077,Victoria,,,0,0,0,1310303413960192000
mental-health-general-australia,Davidy1945, https://twitter.com/Davidy1945,2020-09-28 07:26:07,https://twitter.com/i/web/status/1310329900214022144,RT @OZloop: ⁦@ScottMorrisonMP⁩ ⁦@GregHuntMP⁩ ⁦@JoshFrydenberg⁩ “but the leaders said they were “deeply concerned” about the mental health i…,neutral,0.116,0.22324,0.66077,Victoria,,,0,0,0,1310303413960192000
mental-health-availability-australia,Se77Evans, https://twitter.com/Se77Evans,2020-10-14 20:12:07,https://twitter.com/i/web/status/1316320876191641601,"RT @EmergencyBK: @JoshFrydenberg @JoshFrydenberg I’m Vic, negative impacts on my mental health  -PM&amp;FedGov undermining StateGov  -FedGov re…",negative,0.02105,0.67366,0.30529,Victoria,,,0,0,0,1316275893161979909
mental-health-awareness-australia,mhcsnsw, https://twitter.com/mhcsnsw,2020-10-10 09:26:30,https://twitter.com/i/web/status/1314708847882190849,"RT @NSWHealth: On #WorldMentalHealthDay, hear Ms Vibha Gulati's story about living with a mental health condition and her advice to others…",positive,0.65864,0.01663,0.32473,New South Wales,,,0,0,0,1314702182655156224
mental-health-awareness-australia,mhcsnsw, https://twitter.com/mhcsnsw,2020-10-10 21:21:00,https://twitter.com/i/web/status/1314888657602441218,"RT @NSWHealth: On #WorldMentalHealthDay, psychologist Ms Prabha Gulati talks to us about what you can do right now to support your mental h…",positive,0.74072,0.01525,0.24403,New South Wales,,,0,0,0,1314800829610840064
mental-health-general-australia,444Sonny, https://twitter.com/444Sonny,2020-10-14 20:41:58,https://twitter.com/i/web/status/1316328387602903040,"RT @Tim_jbo: If we compare #Victoria with the rest of the country, calls to #BeyondBlue are up 77 per cent @GregHuntMP   #DanAndrews was as…",neutral,0.13026,0.09847,0.77126,Victoria,,,0,0,0,1316283285073399810
mental-health-general-australia,SophieSocialist, https://twitter.com/SophieSocialist,2020-10-09 06:55:45,https://twitter.com/i/web/status/1314308522423709696,RT @iconoclastia2: @JulianBurnside @ScottMorrisonMP 100% share your view. Because - objectively &amp; demonstrably - it's 100% correct.  Many o…,positive,0.94,0.00527,0.05473,,,,0,0,0,1314209786359996418
mental-health-general-australia,matthew25496877, https://twitter.com/matthew25496877,2020-10-14 07:04:27,https://twitter.com/i/web/status/1316122652470243328,@GregHuntMP Would prefer @ScottMorrisonMP to man up and sort Victoria out  No need for additional mental health support if he did his job properly,negative,0.02197,0.54319,0.43484,,,,1,6,0,1316105185324826625
mental-health-availability-australia,FiMelb99, https://twitter.com/FiMelb99,2020-10-14 21:29:03,https://twitter.com/i/web/status/1316340236897533953,"RT @EmergencyBK: @JoshFrydenberg @JoshFrydenberg I’m Vic, negative impacts on my mental health  -PM&amp;FedGov undermining StateGov  -FedGov re…",negative,0.02105,0.67366,0.30529,,,,0,0,0,1316275893161979909
mental-health-availability-australia,VMDO_, https://twitter.com/VMDO_,2020-10-15 07:25:03,https://twitter.com/i/web/status/1316490225313615873,"@VicHealth &amp; @MushroomGroup have collaborated to create SOUND CHECK, a new online platform featuring Aus musicians openly sharing their personal mental health and wellbeing experiences with young people, in a bid to help them feel less alone. Learn more: https://t.co/Vf2rSnlMFB https://t.co/CwqF5Lfqli",positive,0.9414,0.00394,0.05466,,,,0,0,0,
mental-health-general-australia,mackaysuzie, https://twitter.com/mackaysuzie,2020-10-06 21:08:29,https://twitter.com/i/web/status/1313435958742675456,@Peter_Fox59 @ScottMorrisonMP And his own propaganda rag the daily telegraph is campaigning on more counsellors for public schools for mental health,negative,0.04576,0.90848,0.04576,Queensland,,,0,4,0,1313421063745798146
mental-health-general-australia,GlenMur21242567, https://twitter.com/GlenMur21242567,2020-09-28 09:17:57,https://twitter.com/i/web/status/1310358041531834368,"RT @AaronDodd: Isn't it interesting how concerned @ScottMorrisonMP &amp; @JoshFrydenberg claim to be about the mental-health of Victorians, y…",negative,0.01926,0.96149,0.01926,Tasmania,,,0,0,0,1310132068425195520
mental-health-general-australia,le23536070, https://twitter.com/le23536070,2020-09-27 20:55:16,https://twitter.com/i/web/status/1310171139600052224,RT @zaneyturtle: @sophieelsworth @ScottMorrisonMP @JoshFrydenberg @GregHuntMP If the federal govt were genuinely concerned about mental hea…,negative,0.0189,0.57499,0.40611,New South Wales,,,0,0,0,1310144909224026112
mental-health-availability-australia,GrahamHall_lung, https://twitter.com/GrahamHall_lung,2020-10-14 19:49:16,https://twitter.com/i/web/status/1316315124374798336,"RT @telethonkids: We were pleased to welcome the Hon Kim Beazley AC, Governor of Western Australia @GovHouseWA, to Telethon Kids this morni…",positive,0.81028,0.01308,0.17663,,,,0,0,0,1316277852594073601
mental-health-availability-australia,Maddingly9, https://twitter.com/Maddingly9,2020-09-29 11:05:45,https://twitter.com/i/web/status/1310747558109536257,"RT @DrEllieBrown1: How coronavirus is linked to an increase in complex mental illness, including psychosis, in young adults and older peopl…",neutral,0.14572,0.10129,0.753,Victoria,,,0,0,0,1310742408213090304
mental-health-awareness-australia,Maddingly9, https://twitter.com/Maddingly9,2020-10-13 19:34:50,https://twitter.com/i/web/status/1315949105936437248,"RT @ABCTV: If you're a young person that has been affected by recent natural disasters, are feeling anxious or overwhelmed – help and suppo…",neutral,0.0877,0.27973,0.63257,Victoria,,,0,0,0,1315948661126332417
mental-health-general-australia,KarenGaunson, https://twitter.com/KarenGaunson,2020-10-07 15:44:48,https://twitter.com/i/web/status/1313716886274600960,RT @RANZCP: The @RANZCP welcomes additional funding for mental health while reaffirming its call for the PC's final report and fundamental…,neutral,0.40635,0.03557,0.55808,Victoria,,,0,0,0,1313713177054584833
mental-health-general-australia,GPSN_, https://twitter.com/GPSN_,2020-10-15 12:10:22,https://twitter.com/i/web/status/1316562027159011329,"RT @RANZCP: Tomorrow  Friday 16 October - Attend the @ama_media webinar launch of Every Doctor, Every Setting:  A National Framework to gui…",neutral,0.4192,0.04607,0.53472,,,,0,0,0,1316560690677788672
mental-health-awareness-australia,thealirussell, https://twitter.com/thealirussell,2020-10-12 20:07:23,https://twitter.com/i/web/status/1315594907587805186,RT @HarrietTatham: It's not always easy to know what to say when someone tells you they've been sexually assaulted. Here are some suggestio…,neutral,0.16461,0.0775,0.75789,,,,0,0,0,1315593953228460032
mental-health-general-australia,jjjove, https://twitter.com/jjjove,2020-10-14 20:16:48,https://twitter.com/i/web/status/1316322055445389312,"@GregHuntMP Seriously, as a Melbourne resident, your coordinated campaign to attack the Victorian government via pretending to care for our mental health is really offensive. It doesn’t help anyone’s mental health. Please desist.",negative,0.00157,0.95966,0.03877,Victoria,,,1,35,0,1316105185324826625
mental-health-awareness-australia,CatBat_17, https://twitter.com/CatBat_17,2020-04-19 05:36:42,https://twitter.com/i/web/status/1251595529206685696,"RT @headspace_aus: We are here for young people during COVID-19. Young people can still seek support from us through our headspace centres,…",positive,0.50671,0.03109,0.4622,,,,0,0,0,1245614544879144960
mental-health-awareness-australia,CatBat_17, https://twitter.com/CatBat_17,2020-04-19 05:36:42,https://twitter.com/i/web/status/1251595529206685696,"RT @headspace_aus: We are here for young people during COVID-19. Young people can still seek support from us through our headspace centres,…",positive,0.50732,0.03099,0.46167,,,,0,0,0,1245614544879144960
mental-health-general-australia,Rondkensington, https://twitter.com/Rondkensington,2020-10-14 17:09:18,https://twitter.com/i/web/status/1316274870494216192,"@AlanTudgeMP  @ScottMorrisonMP @PeterDutton_MP  So is this concern about mental health of lockdown also extended to refugees, people who have not committed any crime #Refugee #hometobilo #HumanRights https://t.co/iHpYMD4Bbr",neutral,0.02211,0.34672,0.63117,,,,0,1,0,
mental-health-availability-australia,melbprisoner, https://twitter.com/melbprisoner,2020-09-29 09:57:17,https://twitter.com/i/web/status/1310730328772812800,"RT @CharisChang2: Victoria had a 17% increase in ambulance visits for self-injury between January-June this year, compared to the same peri…",neutral,0.05912,0.30628,0.6346,,,,0,0,0,1310705815678926849
mental-health-availability-australia,CraigMarchant37, https://twitter.com/CraigMarchant37,2020-09-29 21:54:29,https://twitter.com/i/web/status/1310910819627008002,"@rosepetails @Chescamarina I've got ELMHS which stands for Early Life Mental Health Service engaged with her, which is run by Monash Health (Melbourne, VIC, AUS) and they are being really helpful. So definitely getting her help. But I did find out something interesting, she doesn't really like meat.",positive,0.63736,0.02821,0.33443,,,,0,1,0,1310902736205086725
