tweet_topic,user_id,user_URL,created_at,URL,tweet_text,sentiment,pos_possibility,neg_possibility,neu_possibility,state,gender,age
mental-health-awareness-australia,ingioz, https://twitter.com/ingioz,2020-08-17 01:01:33,https://twitter.com/i/web/status/1295163823725228033,"RT @HandnHandAU: @skyekinder @theage And for those who may be looking for that additional support, please check out the @blackdoginst TEN n…",neutral,0.4022,0.0523,0.5455,,Female,(8-12)
mental-health-digital-australia,ingioz, https://twitter.com/ingioz,2020-08-17 05:02:59,https://twitter.com/i/web/status/1295224582433955845,For information &amp; support during #covid.... pls visit https://t.co/U5ixUrY9wB https://t.co/3lFBkpIcut,positive,0.65392,0.02673,0.31935,,Female,(8-12)
mental-health-general-australia,ingioz, https://twitter.com/ingioz,2020-08-18 19:46:49,https://twitter.com/i/web/status/1295809396514013184,RT @johno0910: I need dozens of mental health nurses right now. Critical to support community based care &amp; keeping people out of ED. Succes…,positive,0.49689,0.07547,0.42764,,Female,(8-12)
mental-health-general-australia,ingioz, https://twitter.com/ingioz,2020-08-18 19:52:33,https://twitter.com/i/web/status/1295810838880641024,RT @JasonTrethowan: @GreenKirken @angelo_virgona @ian_hickie @Sian_NP @RhondaWilsonMHN @GregHuntMP @johno0910 @acnp_national @acn_tweet @Pa…,neutral,0.15619,0.12281,0.721,,Female,(8-12)
mental-health-general-australia,ingioz, https://twitter.com/ingioz,2020-08-26 10:05:13,https://twitter.com/i/web/status/1298562131852312576,RT @Just_1_Reason: Asking if someone is ok is the right thing to do! @ingioz @blackdoginst #depression,neutral,0.21569,0.06961,0.7147,,Female,(8-12)
mental-health-recognition-australia,CharlesHolly13, https://twitter.com/CharlesHolly13,2020-08-26 04:49:18,https://twitter.com/i/web/status/1298482630132822017,"RT @opa1420: 'Depressed, anxious, bored, frustrated': Christmas Island detainees struggle with isolation https://t.co/jCC6IpIwJr",negative,0.03057,0.60481,0.36462,,Female,(48-53)
mental-health-awareness-australia,MettaBhavana1, https://twitter.com/MettaBhavana1,2020-08-18 08:07:55,https://twitter.com/i/web/status/1295633511055933440,"RT @1800RESPECT: When you contact 1800RESPECT, you will be answered by someone who understands #sexualassault and #domestisticviolence. We…",neutral,0.45523,0.039,0.50578,Victoria,Female,(60-100)
mental-health-awareness-australia,GayleWilliams53, https://twitter.com/GayleWilliams53,2020-08-24 13:29:08,https://twitter.com/i/web/status/1297888673946431494,RT @xskinn: Get immediate help for depression and anxiety - Beyond Blue. If tonight’s 4Corners story has raised any issues remember orgs li…,neutral,0.14556,0.19167,0.66278,,Female,(8-12)
mental-health-awareness-australia,kate_universe, https://twitter.com/kate_universe,2020-08-24 11:13:49,https://twitter.com/i/web/status/1297854620463558657,RT @beyondblue: @ChrisCourtney4 @RonniSalt @GregHuntMP @Bowenchris @JuliaGillard @georgie_harman @ian_hickie @PatMcGorry @ChrisCourtney4 We…,neutral,0.19029,0.11818,0.69153,Victoria,Female,(25-32)
mental-health-awareness-australia,LennaLeprena, https://twitter.com/LennaLeprena,2020-08-15 12:10:39,https://twitter.com/i/web/status/1294607435592683534,"RT @JuliaGillard: At a time when people are self-isolating and working from home, it can help to stay connected. The Beyond Blue discussion…",positive,0.72085,0.00937,0.26979,Tasmania,Female,(48-53)
mental-health-awareness-australia,lizzie_p1, https://twitter.com/lizzie_p1,2020-08-21 01:04:14,https://twitter.com/i/web/status/1296614051233984513,RT @VicGovDHHS: This is a difficult and uncertain time for many. If you are feeling worried or wanting support you can access the Coronavir…,neutral,0.41965,0.07945,0.5009,Victoria,Male,(38-43)
mental-health-availability-australia,TassieThinker, https://twitter.com/TassieThinker,2020-08-24 01:32:11,https://twitter.com/i/web/status/1297708249072820224,"I am told by my friends that bulk billing does not cover their costs in #mentalhealth - no rent relief.  “People can face long waiting times for counselling services, may be ineligible to access support at a community clinic, or be unable to afford (it)” https://t.co/OuXZBpPSIw",negative,0.04679,0.90642,0.04679,,Female,(38-43)
mental-health-availability-australia,geebeeWA, https://twitter.com/geebeeWA,2020-08-24 10:49:30,https://twitter.com/i/web/status/1297848501649305600,"RT @neighbour_s: Families who’ve suffered the tragic consequences of Australia’s broken mental health system tell their stories, in ‘Please…",positive,0.48968,0.06535,0.44497,,Male,(38-43)
mental-health-availability-australia,geebeeWA, https://twitter.com/geebeeWA,2020-08-24 11:26:19,https://twitter.com/i/web/status/1297857767940558849,RT @neighbour_s: Extraordinary courage shown by the families speaking up tonight on #4Corners about the fatal gaps in mental health care in…,positive,0.91696,0.00681,0.07623,,Male,(38-43)
mental-health-general-australia,miffyjayne, https://twitter.com/miffyjayne,2020-08-18 12:39:23,https://twitter.com/i/web/status/1295701826323415041,RT @johno0910: I need dozens of mental health nurses right now. Critical to support community based care &amp; keeping people out of ED. Succes…,positive,0.49689,0.07547,0.42764,,Male,(25-32)
mental-health-availability-australia,Christo45046444, https://twitter.com/Christo45046444,2020-08-20 13:49:10,https://twitter.com/i/web/status/1296444166340313091,"RT @neighbour_s: Families who’ve suffered the tragic consequences of Australia’s broken mental health system tell their stories, in ‘Please…",positive,0.48968,0.06535,0.44497,ACT,Female,(8-12)
mental-health-availability-australia,Christo45046444, https://twitter.com/Christo45046444,2020-08-24 12:58:58,https://twitter.com/i/web/status/1297881083539677185,RT @neighbour_s: Extraordinary courage shown by the families speaking up tonight on #4Corners about the fatal gaps in mental health care in…,positive,0.91696,0.00681,0.07623,ACT,Female,(8-12)
mental-health-general-australia,fatima_ishfaq, https://twitter.com/fatima_ishfaq,2020-08-07 04:42:13,https://twitter.com/i/web/status/1291595479608770560,"RT @GregHuntMP: If you are concerned about your mental health and wellbeing, support is available. Please reach out to your GP. https://t.c…",neutral,0.35547,0.09991,0.54443,New South Wales,Female,(8-12)
mental-health-general-australia,fatima_ishfaq, https://twitter.com/fatima_ishfaq,2020-08-07 04:42:13,https://twitter.com/i/web/status/1291595479608770560,"RT @GregHuntMP: If you are concerned about your mental health and wellbeing, support is available. Please reach out to your GP. https://t.c…",neutral,0.35572,0.10005,0.54422,New South Wales,Female,(8-12)
mental-health-general-australia,fatima_ishfaq, https://twitter.com/fatima_ishfaq,2020-08-18 01:00:01,https://twitter.com/i/web/status/1295525825647800320,"RT @GregHuntMP: 15 dedicated mental health clinics will be established across Vic, with 9 clinics in Greater Melb &amp; 6 in regional Vic.  The…",neutral,0.14479,0.07963,0.77558,New South Wales,Female,(8-12)
mental-health-general-australia,fatima_ishfaq, https://twitter.com/fatima_ishfaq,2020-08-25 23:00:26,https://twitter.com/i/web/status/1298394835712225280,RT @GregHuntMP: COVID-19 restrictions can be tough on mental health.   That’s why the Morrison Government has: •         extended telehealt…,neutral,0.36324,0.0601,0.57666,New South Wales,Female,(8-12)
mental-health-awareness-australia,MissKymmie77, https://twitter.com/MissKymmie77,2020-08-24 12:32:55,https://twitter.com/i/web/status/1297874527825739776,"RT @1800RESPECT: 1800RESPECT is Australia’s national #sexualassault, family and #domesticviolence support service. Anyone can contact us 24…",positive,0.51758,0.07952,0.4029,,Female,(60-100)
mental-health-availability-australia,anneis, https://twitter.com/anneis,2020-08-20 01:12:59,https://twitter.com/i/web/status/1296253864639782914,"RT @neighbour_s: Families who’ve suffered the tragic consequences of Australia’s broken mental health system tell their stories, in ‘Please…",positive,0.48968,0.06535,0.44497,,Female,(25-32)
mental-health-availability-australia,leigh_morpeth, https://twitter.com/leigh_morpeth,2020-08-25 00:31:30,https://twitter.com/i/web/status/1298055365817319424,2. We should surely have a discussion about this in Australia. Anyone know who the minister with responsibility for mental health?  Poor wife &amp; children.   3. Why are there gaps in our system #auspol   4. Suggestion it’s a state matter. Ok.   #FourCorners #Mentalhealth,negative,0.01133,0.67108,0.31759,Queensland,Male,(38-43)
mental-health-awareness-australia,WellsWellskm, https://twitter.com/WellsWellskm,2020-08-06 11:17:18,https://twitter.com/i/web/status/1291332517413269506,RT @JuliaGillard: Welcome news the Federal Government will contribute $2.5m towards Beyond Blue's pandemic response to deal with surging de…,positive,0.8916,0.00881,0.09943,Victoria,Male,(25-32)
mental-health-awareness-australia,WellsWellskm, https://twitter.com/WellsWellskm,2020-08-06 11:17:18,https://twitter.com/i/web/status/1291332517413269506,RT @JuliaGillard: Welcome news the Federal Government will contribute $2.5m towards Beyond Blue's pandemic response to deal with surging de…,positive,0.8916,0.00883,0.09967,Victoria,Male,(25-32)
mental-health-awareness-australia,WellsWellskm, https://twitter.com/WellsWellskm,2020-08-06 11:17:18,https://twitter.com/i/web/status/1291332517413269506,RT @JuliaGillard: Welcome news the Federal Government will contribute $2.5m towards Beyond Blue's pandemic response to deal with surging de…,positive,0.89188,0.00881,0.09932,Victoria,Male,(25-32)
mental-health-availability-australia,WellsWellskm, https://twitter.com/WellsWellskm,2020-08-24 10:38:08,https://twitter.com/i/web/status/1297845641494724608,"RT @neighbour_s: Families who’ve suffered the tragic consequences of Australia’s broken mental health system tell their stories, in ‘Please…",positive,0.48968,0.06535,0.44497,Victoria,Male,(25-32)
mental-health-awareness-australia,WellsWellskm, https://twitter.com/WellsWellskm,2020-08-26 11:43:13,https://twitter.com/i/web/status/1298586796452765696,"RT @SBSNews: If you or someone you know is impacted by sexual assault, family or domestic violence, call 1800RESPECT on 1800 737 732 or vis…",neutral,0.28869,0.13068,0.58063,Victoria,Male,(25-32)
mental-health-awareness-australia,BruhnRose, https://twitter.com/BruhnRose,2020-08-26 12:43:33,https://twitter.com/i/web/status/1298601979699109889,"RT @SBSNews: If you or someone you know is impacted by sexual assault, family or domestic violence, call 1800RESPECT on 1800 737 732 or vis…",neutral,0.28869,0.13068,0.58063,,Male,(38-43)
mental-health-availability-australia,guytaur, https://twitter.com/guytaur,2020-08-22 01:31:03,https://twitter.com/i/web/status/1296983188586156034,RT @elisereports: Monday on @4corners: brave families from across the country speak out for our months long investigation into Australia's…,positive,0.74318,0.01353,0.24329,New South Wales,Male,(38-43)
mental-health-availability-australia,zhalli1, https://twitter.com/zhalli1,2020-08-24 11:26:01,https://twitter.com/i/web/status/1297857691059015680,"RT @L_persevere: Aged care, disability and mental health. Woefully underfunded and full of systemic failures. Carers as usual bare the resp…",negative,0.00446,0.88372,0.11182,,Female,(38-43)
mental-health-availability-australia,steve_happ, https://twitter.com/steve_happ,2020-08-25 06:20:09,https://twitter.com/i/web/status/1298143107616108545,RT @MadFckingWitch: A. Several companies in AUS including Beyond Blue &amp; RUOK receive the lion’s share of mental health funding outside hosp…,neutral,0.05016,0.45314,0.4967,New South Wales,Female,(8-12)
mental-health-awareness-australia,Interlime, https://twitter.com/Interlime,2020-08-06 03:41:35,https://twitter.com/i/web/status/1291217831430778882,"RT @JuliaGillard: Understandably, we’re seeing more people from Victoria seeking support from @beyondblue. Our skilled mental health profes…",neutral,0.45882,0.04652,0.49466,ACT,Female,(4-6)
mental-health-awareness-australia,Interlime, https://twitter.com/Interlime,2020-08-06 03:41:35,https://twitter.com/i/web/status/1291217831430778882,"RT @JuliaGillard: Understandably, we’re seeing more people from Victoria seeking support from @beyondblue. Our skilled mental health profes…",neutral,0.45898,0.04654,0.49463,ACT,Female,(4-6)
mental-health-availability-australia,Interlime, https://twitter.com/Interlime,2020-08-22 22:02:34,https://twitter.com/i/web/status/1297293110486032384,RT @lenoretaylor: Mental health funding has surged after coronavirus – so why is it so difficult to get help? https://t.co/UHaSEj7bEM,negative,0.01035,0.71495,0.2747,ACT,Female,(4-6)
mental-health-availability-australia,MarieCo92176893, https://twitter.com/MarieCo92176893,2020-08-20 01:17:07,https://twitter.com/i/web/status/1296254907524104192,"RT @neighbour_s: Families who’ve suffered the tragic consequences of Australia’s broken mental health system tell their stories, in ‘Please…",positive,0.48968,0.06535,0.44497,ACT,Female,(25-32)
mental-health-availability-australia,MarieCo92176893, https://twitter.com/MarieCo92176893,2020-08-22 22:33:10,https://twitter.com/i/web/status/1297300808933896192,RT @lenoretaylor: Mental health funding has surged after coronavirus – so why is it so difficult to get help? https://t.co/UHaSEj7bEM,negative,0.01035,0.71495,0.2747,ACT,Female,(25-32)
mental-health-availability-australia,MarieCo92176893, https://twitter.com/MarieCo92176893,2020-08-25 01:48:49,https://twitter.com/i/web/status/1298074823948554240,RT @MadFckingWitch: A. Several companies in AUS including Beyond Blue &amp; RUOK receive the lion’s share of mental health funding outside hosp…,neutral,0.05016,0.45314,0.4967,ACT,Female,(25-32)
mental-health-availability-australia,KooriMailSport, https://twitter.com/KooriMailSport,2020-08-20 04:03:46,https://twitter.com/i/web/status/1296296845715468288,RT @NRL: Greg Inglis launches the Goanna Academy 👏  The #NRL legend joins @NRLcom reporter @ZacBailey14 to discuss the launch of the mental…,positive,0.54483,0.02419,0.43097,,,
mental-health-general-australia,DedousisAnna, https://twitter.com/DedousisAnna,2019-07-20 09:31:13,https://twitter.com/i/web/status/1152511269087264769,Why are treatment outcomes for youth with social anxiety poorer than other anxiety disorders? Could it be due to poor therapeutic alliance? Or something else? A thought provoking discussion by @jenlhudson #wcbct2019,neutral,0.0545,0.26282,0.68268,,,
mental-health-general-australia,DedousisAnna, https://twitter.com/DedousisAnna,2020-08-17 10:35:00,https://twitter.com/i/web/status/1295308138342621184,RT @DrVanessaCobham: Such an important message - evidence-based parenting interventions are the frontline of mental health care for so many…,positive,0.94581,0.0032,0.05099,,,
mental-health-awareness-australia,JaneSimmons19, https://twitter.com/JaneSimmons19,2020-08-21 01:35:27,https://twitter.com/i/web/status/1296621905529548800,RT @NSWEducation: What is healthy versus unhealthy stress? ⚖️ https://t.co/ZuzNYKRvWW Australia help us see how we can use stress to kick g…,neutral,0.1975,0.05654,0.74596,,,
mental-health-general-australia,AmandaLNeil, https://twitter.com/AmandaLNeil,2020-08-17 22:54:02,https://twitter.com/i/web/status/1295494120174047233,"RT @ian_hickie: Adding more Medicare mental health sessions is a start, but it's far from enough https://t.co/XBWWXhP2uz via @canberratimes…",negative,0.01065,0.64304,0.34631,Tasmania,,
mental-health-general-australia,AmandaLNeil, https://twitter.com/AmandaLNeil,2020-08-18 23:49:48,https://twitter.com/i/web/status/1295870545532092416,RT @johno0910: I need dozens of mental health nurses right now. Critical to support community based care &amp; keeping people out of ED. Succes…,positive,0.49689,0.07547,0.42764,Tasmania,,
mental-health-awareness-australia,SabrinFarooqui, https://twitter.com/SabrinFarooqui,2020-08-20 21:47:45,https://twitter.com/i/web/status/1296564603611045889,"RT @1800RESPECT: Physically, mentally, emotionally, and verbally abused. I would say all of those abuses are the cage and #financialabuse…",neutral,0.0602,0.29347,0.64633,,,
mental-health-availability-australia,NatInsurBrokers, https://twitter.com/NatInsurBrokers,2020-08-22 11:13:00,https://twitter.com/i/web/status/1297129641933598725,🔷Mental Health is real 🔷Sucide rates are increasing  🔷Only action can help 🔷Stop talking 🔷Open the borders 🔷Our Aussie farmers rely on it @ScottMorrisonMP @GladysB @DanielAndrewsMP #farmersfirst #Mentalhealth #CommonSense #peoplefirst #AgTwitter @nswdpi @VicGovDHHS https://t.co/zc9u2tB6BL,neutral,0.14978,0.17671,0.67351,,,
mental-health-general-australia,NatInsurBrokers, https://twitter.com/NatInsurBrokers,2020-08-22 11:13:00,https://twitter.com/i/web/status/1297129641933598725,🔷Mental Health is real 🔷Sucide rates are increasing  🔷Only action can help 🔷Stop talking 🔷Open the borders 🔷Our Aussie farmers rely on it @ScottMorrisonMP @GladysB @DanielAndrewsMP #farmersfirst #Mentalhealth #CommonSense #peoplefirst #AgTwitter @nswdpi @VicGovDHHS https://t.co/zc9u2tB6BL,neutral,0.14978,0.17671,0.67351,,,
mental-health-availability-australia,PREMISE_CRE, https://twitter.com/PREMISE_CRE,2020-08-25 21:18:15,https://twitter.com/i/web/status/1298369121277456384,"RT @orygen_aus: WATCH | Orygen executive director, Professor Patrick McGorry appeared on an important and powerful episode of Four Corners…",positive,0.95203,0.00282,0.04515,,,
mental-health-general-australia,jaquix173, https://twitter.com/jaquix173,2020-07-25 09:45:14,https://twitter.com/i/web/status/1286960691509735425,RT @Max_Gross: @healthgovau The current Australian Government does more to damage our mental health than any pandemic ever could #LNPfail…,negative,0.00438,0.93115,0.06458,Queensland,,
mental-health-general-australia,jaquix173, https://twitter.com/jaquix173,2020-07-25 09:45:14,https://twitter.com/i/web/status/1286960691509735425,RT @Max_Gross: @healthgovau The current Australian Government does more to damage our mental health than any pandemic ever could #LNPfail…,negative,0.00439,0.93096,0.06465,Queensland,,
mental-health-general-australia,SeeingWithStars, https://twitter.com/SeeingWithStars,2020-08-25 01:08:58,https://twitter.com/i/web/status/1298064794956644352,Mercury and Sun in Virgo is a great time to boost resources for mental health @DanielAndrewsMP @ScottMorrisonMP https://t.co/8iLyBhsxT5,positive,0.97394,0.00192,0.02415,Victoria,,
mental-health-general-australia,Morgan74213373, https://twitter.com/Morgan74213373,2020-08-16 22:40:51,https://twitter.com/i/web/status/1295128416643985408,@AshleighMcClos1 @VicGovDHHS @DanielAndrewsMP @VictorianCHO @JennyMikakos @healthgovau @SkyNewsAust They do not care about people with mental health issues. They want to save people from the virus but everyone else is collateral damage you can visit a partner/go to work if you have a job but if you live alone you can’t see anyone else. If you aren’t working you are in jail.,negative,0.00416,0.88702,0.10882,,,
mental-health-availability-australia,Morgan74213373, https://twitter.com/Morgan74213373,2020-08-25 23:02:47,https://twitter.com/i/web/status/1298395426609958912,@VicGovDHHS Source https://t.co/XU2ip1AVGJ,neutral,0.04071,0.18437,0.77492,,,
mental-health-awareness-australia,Naomi55505271, https://twitter.com/Naomi55505271,2020-08-20 11:40:19,https://twitter.com/i/web/status/1296411740528357377,RT @MensLine_Aus: MensLine Australia is a free online and phone counselling service for men with emotional health and relationship concerns…,neutral,0.45725,0.07619,0.46656,,,
mental-health-general-australia,auscrimewriters, https://twitter.com/auscrimewriters,2020-08-09 03:23:04,https://twitter.com/i/web/status/1292300336154075136,"RT @healthgovau: Make mental health a priority. Eat well, stay active, stay in touch and seek help if needed.",positive,0.50146,0.04587,0.45264,,,
mental-health-general-australia,auscrimewriters, https://twitter.com/auscrimewriters,2020-08-09 03:23:04,https://twitter.com/i/web/status/1292300336154075136,"RT @healthgovau: Make mental health a priority. Eat well, stay active, stay in touch and seek help if needed.",positive,0.5017,0.04588,0.45241,,,
mental-health-awareness-australia,dameladeedah, https://twitter.com/dameladeedah,2020-08-13 05:56:09,https://twitter.com/i/web/status/1293788412051218433,"RT @beyondblue: In this video, Rachael opens up on how goal-setting has helped her stay on top of her mental health since losing her job du…",positive,0.88444,0.00589,0.10967,Victoria,,
mental-health-availability-australia,dameladeedah, https://twitter.com/dameladeedah,2020-08-20 12:40:12,https://twitter.com/i/web/status/1296426809152753665,"RT @neighbour_s: Families who’ve suffered the tragic consequences of Australia’s broken mental health system tell their stories, in ‘Please…",positive,0.48968,0.06535,0.44497,Victoria,,
mental-health-awareness-australia,lensville, https://twitter.com/lensville,2020-08-21 00:09:19,https://twitter.com/i/web/status/1296600229811089408,RT @VicGovDHHS: This is a difficult and uncertain time for many. If you are feeling worried or wanting support you can access the Coronavir…,neutral,0.41965,0.07945,0.5009,,,
mental-health-availability-australia,Margare37237673, https://twitter.com/Margare37237673,2020-08-26 08:31:18,https://twitter.com/i/web/status/1298538499730112512,RT @MadFckingWitch: A. Several companies in AUS including Beyond Blue &amp; RUOK receive the lion’s share of mental health funding outside hosp…,neutral,0.05016,0.45314,0.4967,Western Australia,,
mental-health-general-australia,JasonTrethowan, https://twitter.com/JasonTrethowan,2020-08-18 09:33:21,https://twitter.com/i/web/status/1295655013574832128,"@GreenKirken @angelo_virgona @ian_hickie @Sian_NP @RhondaWilsonMHN @GregHuntMP @johno0910 @acnp_national @acn_tweet @PatMcGorry @AASW_ Not ignoring but reading and learning as always on Twitter. The workforce issue is real in mental health. The Government response to the Productivity Commission is critical. We must have team based care, vocational training and cultures of care that excite &amp; support clinicians.",positive,0.50976,0.02472,0.46553,,,
mental-health-awareness-australia,JasonTrethowan, https://twitter.com/JasonTrethowan,2020-08-21 04:24:41,https://twitter.com/i/web/status/1296664496706949123,RT @headspace_aus: Today headspace Upper Coomera celebrated the opening of its doors to young people in the Gold Coast region with a COVID-…,positive,0.6615,0.01598,0.32252,,,
mental-health-general-australia,JasonTrethowan, https://twitter.com/JasonTrethowan,2020-08-22 21:53:29,https://twitter.com/i/web/status/1297290822891626497,RT @ian_hickie: https://t.co/Fw34F2zxsi HOPE through actions ⁦@BrainMind_Usyd⁩ ⁦@PatMcGorry⁩ ⁦@JasonTrethowan⁩ ⁦@GregHuntMP⁩ ⁦@Bowenchris⁩…,positive,0.55559,0.04194,0.40247,,,
mental-health-general-australia,JasonTrethowan, https://twitter.com/JasonTrethowan,2020-08-25 22:11:56,https://twitter.com/i/web/status/1298382628265984000,RT @GregHuntMP: COVID-19 restrictions can be tough on mental health.   That’s why the Morrison Government has: •         extended telehealt…,neutral,0.36324,0.0601,0.57666,,,
mental-health-availability-australia,phaedraleena, https://twitter.com/phaedraleena,2020-08-22 03:25:00,https://twitter.com/i/web/status/1297011866330226688,"RT @neighbour_s: Families who’ve suffered the tragic consequences of Australia’s broken mental health system tell their stories, in ‘Please…",positive,0.48968,0.06535,0.44497,,,
mental-health-general-australia,dangerAries, https://twitter.com/dangerAries,2020-08-17 23:26:05,https://twitter.com/i/web/status/1295502187242459136,@sclark_melbs @JaneCaro @KKeneally @RNBreakfast @ScottMorrisonMP Wow she is unhindged and in need of some mental health assistance.,negative,0.00418,0.90019,0.09563,Queensland,,
mental-health-general-australia,sasmoa4doctors, https://twitter.com/sasmoa4doctors,2020-08-24 23:57:15,https://twitter.com/i/web/status/1298046747021676544,"The health system and Government is letting down mental health patients, clinicians and the community. Why don’t we fund mental health services properly. 39 mental health patients waiting in our EDs. Where is Human Rights for all patients.  @AusHumanRights @GregHuntMP @EOCSA",negative,0.00249,0.9261,0.07141,,,
mental-health-availability-australia,FearRanjer, https://twitter.com/FearRanjer,2020-08-24 12:07:47,https://twitter.com/i/web/status/1297868203352182785,RT @MadFckingWitch: A. Several companies in AUS including Beyond Blue &amp; RUOK receive the lion’s share of mental health funding outside hosp…,neutral,0.05016,0.45314,0.4967,Victoria,,
mental-health-availability-australia,FearRanjer, https://twitter.com/FearRanjer,2020-08-24 12:08:01,https://twitter.com/i/web/status/1297868263095861254,RT @MadFckingWitch: E. ... turn their backs on the problem. It won’t go away. Imagine ppl not getting the help they need for physical illne…,negative,0.0069,0.83951,0.15359,Victoria,,
mental-health-availability-australia,AdelaideMuse, https://twitter.com/AdelaideMuse,2020-08-19 23:44:00,https://twitter.com/i/web/status/1296231472894889984,"RT @neighbour_s: Families who’ve suffered the tragic consequences of Australia’s broken mental health system tell their stories, in ‘Please…",positive,0.48968,0.06535,0.44497,,,
mental-health-general-australia,SophieSocialist, https://twitter.com/SophieSocialist,2020-08-21 00:54:56,https://twitter.com/i/web/status/1296611711735042049,RT @earthma23: @healthgovau Then sack the QAnon science denying Prime Minister; SQott is harming Australian's mental health evry day .,negative,0.00522,0.90242,0.09236,,,
mental-health-availability-australia,SophieSocialist, https://twitter.com/SophieSocialist,2020-08-26 09:47:35,https://twitter.com/i/web/status/1298557695004352513,"@catherinerebec @aus_tonee @Peter_Fitz @cathywilcox1 You using a woman's body part (according to you , made by your god) as a curse word? Geezus, mate. You need some help. Please take care. Ring your GP...(NOT your religious leader...they have #nfi about mental health). Good luck.",negative,0.0038,0.91735,0.07884,,,
mental-health-availability-australia,FiMelb99, https://twitter.com/FiMelb99,2020-08-24 13:31:11,https://twitter.com/i/web/status/1297889191351603200,RT @MadFckingWitch: A. Several companies in AUS including Beyond Blue &amp; RUOK receive the lion’s share of mental health funding outside hosp…,neutral,0.05016,0.45314,0.4967,,,
mental-health-general-australia,AmandaJ95577106, https://twitter.com/AmandaJ95577106,2020-08-17 14:57:09,https://twitter.com/i/web/status/1295374111913283584,RT @purple_cath: I’m over bandaid government fixes for mental health. @GregHuntMP   Invest in longitudinal mental health models. Not enough…,negative,0.00683,0.76838,0.22479,,,
mental-health-availability-australia,AmandaJ95577106, https://twitter.com/AmandaJ95577106,2020-08-21 13:22:34,https://twitter.com/i/web/status/1296799857441509377,RT @BenMullingsPhD: @tuppsmiles @viakuttabul @HelenErrington1 @johno0910 @lizoluwi @Sian_NP @maximos62 @TracyWesterman @wendywhoru @Psych4M…,neutral,0.13096,0.1147,0.75434,,,
